Pattern,X1,X2,X3,X4,X5,X6,X7,
2114125,Venus,Earth,Earth,None,Earth,Venus,Jupiter,2114122
2114134,Venus,Earth,Earth,None,Earth,Mars,None,2114131
2114135,Venus,Earth,Earth,None,Earth,Mars,Jupiter,2114132
2114144,Venus,Earth,Earth,None,Earth,None,None,2114141
2114145,Venus,Earth,Earth,None,Earth,None,Jupiter,2114142
2114214,Venus,Earth,Earth,None,Venus,Earth,None,2114211
2114215,Venus,Earth,Earth,None,Venus,Earth,Jupiter,2114212
2114224,Venus,Earth,Earth,None,Venus,Venus,None,2114221
2114225,Venus,Earth,Earth,None,Venus,Venus,Jupiter,2114222
2114234,Venus,Earth,Earth,None,Venus,Mars,None,2114231
2114235,Venus,Earth,Earth,None,Venus,Mars,Jupiter,2114232
2114244,Venus,Earth,Earth,None,Venus,None,None,2114241
2114245,Venus,Earth,Earth,None,Venus,None,Jupiter,2114242
2114314,Venus,Earth,Earth,None,Mars,Earth,None,2114311
2114315,Venus,Earth,Earth,None,Mars,Earth,Jupiter,2114312
2114324,Venus,Earth,Earth,None,Mars,Venus,None,2114321
2114325,Venus,Earth,Earth,None,Mars,Venus,Jupiter,2114322
2114334,Venus,Earth,Earth,None,Mars,Mars,None,2114331
2114335,Venus,Earth,Earth,None,Mars,Mars,Jupiter,2114332
2114344,Venus,Earth,Earth,None,Mars,None,None,2114341
2114345,Venus,Earth,Earth,None,Mars,None,Jupiter,2114342
2114414,Venus,Earth,Earth,None,None,Earth,None,2114411
2114415,Venus,Earth,Earth,None,None,Earth,Jupiter,2114412
2114424,Venus,Earth,Earth,None,None,Venus,None,2114421
2114425,Venus,Earth,Earth,None,None,Venus,Jupiter,2114422
2114434,Venus,Earth,Earth,None,None,Mars,None,2114431
2114435,Venus,Earth,Earth,None,None,Mars,Jupiter,2114432
2114444,Venus,Earth,Earth,None,None,None,None,2114441
2114445,Venus,Earth,Earth,None,None,None,Jupiter,2114442
2121114,Venus,Earth,Venus,Earth,Earth,Earth,None,2121111
2121115,Venus,Earth,Venus,Earth,Earth,Earth,Jupiter,2121112
2121124,Venus,Earth,Venus,Earth,Earth,Venus,None,2121121
2121125,Venus,Earth,Venus,Earth,Earth,Venus,Jupiter,2121122
2121134,Venus,Earth,Venus,Earth,Earth,Mars,None,2121131
2121135,Venus,Earth,Venus,Earth,Earth,Mars,Jupiter,2121132
2121144,Venus,Earth,Venus,Earth,Earth,None,None,2121141
2121145,Venus,Earth,Venus,Earth,Earth,None,Jupiter,2121142
2121214,Venus,Earth,Venus,Earth,Venus,Earth,None,2121211
2121215,Venus,Earth,Venus,Earth,Venus,Earth,Jupiter,2121212
2121224,Venus,Earth,Venus,Earth,Venus,Venus,None,2121221
2121225,Venus,Earth,Venus,Earth,Venus,Venus,Jupiter,2121222
2121234,Venus,Earth,Venus,Earth,Venus,Mars,None,2121231
2121235,Venus,Earth,Venus,Earth,Venus,Mars,Jupiter,2121232
2121244,Venus,Earth,Venus,Earth,Venus,None,None,2121241
2121245,Venus,Earth,Venus,Earth,Venus,None,Jupiter,2121242
2121314,Venus,Earth,Venus,Earth,Mars,Earth,None,2121311
2121315,Venus,Earth,Venus,Earth,Mars,Earth,Jupiter,2121312
2121324,Venus,Earth,Venus,Earth,Mars,Venus,None,2121321
2121325,Venus,Earth,Venus,Earth,Mars,Venus,Jupiter,2121322
2121334,Venus,Earth,Venus,Earth,Mars,Mars,None,2121331
2121335,Venus,Earth,Venus,Earth,Mars,Mars,Jupiter,2121332
2121344,Venus,Earth,Venus,Earth,Mars,None,None,2121341
2121345,Venus,Earth,Venus,Earth,Mars,None,Jupiter,2121342
2121414,Venus,Earth,Venus,Earth,None,Earth,None,2121411
2121415,Venus,Earth,Venus,Earth,None,Earth,Jupiter,2121412
2121424,Venus,Earth,Venus,Earth,None,Venus,None,2121421
2121425,Venus,Earth,Venus,Earth,None,Venus,Jupiter,2121422
2121434,Venus,Earth,Venus,Earth,None,Mars,None,2121431
2121435,Venus,Earth,Venus,Earth,None,Mars,Jupiter,2121432
2121444,Venus,Earth,Venus,Earth,None,None,None,2121441
2121445,Venus,Earth,Venus,Earth,None,None,Jupiter,2121442
2122114,Venus,Earth,Venus,Venus,Earth,Earth,None,2122111
2122115,Venus,Earth,Venus,Venus,Earth,Earth,Jupiter,2122112
2122124,Venus,Earth,Venus,Venus,Earth,Venus,None,2122121
2122125,Venus,Earth,Venus,Venus,Earth,Venus,Jupiter,2122122
2122134,Venus,Earth,Venus,Venus,Earth,Mars,None,2122131
2122135,Venus,Earth,Venus,Venus,Earth,Mars,Jupiter,2122132
2122144,Venus,Earth,Venus,Venus,Earth,None,None,2122141
2122145,Venus,Earth,Venus,Venus,Earth,None,Jupiter,2122142
2122214,Venus,Earth,Venus,Venus,Venus,Earth,None,2122211
2122215,Venus,Earth,Venus,Venus,Venus,Earth,Jupiter,2122212
2122224,Venus,Earth,Venus,Venus,Venus,Venus,None,2122221
2122225,Venus,Earth,Venus,Venus,Venus,Venus,Jupiter,2122222
2122234,Venus,Earth,Venus,Venus,Venus,Mars,None,2122231
2122235,Venus,Earth,Venus,Venus,Venus,Mars,Jupiter,2122232
2122244,Venus,Earth,Venus,Venus,Venus,None,None,2122241
2122245,Venus,Earth,Venus,Venus,Venus,None,Jupiter,2122242
2122314,Venus,Earth,Venus,Venus,Mars,Earth,None,2122311
2122315,Venus,Earth,Venus,Venus,Mars,Earth,Jupiter,2122312
2122324,Venus,Earth,Venus,Venus,Mars,Venus,None,2122321
2122325,Venus,Earth,Venus,Venus,Mars,Venus,Jupiter,2122322
2122334,Venus,Earth,Venus,Venus,Mars,Mars,None,2122331
2122335,Venus,Earth,Venus,Venus,Mars,Mars,Jupiter,2122332
2122344,Venus,Earth,Venus,Venus,Mars,None,None,2122341
2122345,Venus,Earth,Venus,Venus,Mars,None,Jupiter,2122342
2122414,Venus,Earth,Venus,Venus,None,Earth,None,2122411
2122415,Venus,Earth,Venus,Venus,None,Earth,Jupiter,2122412
2122424,Venus,Earth,Venus,Venus,None,Venus,None,2122421
2122425,Venus,Earth,Venus,Venus,None,Venus,Jupiter,2122422
2122434,Venus,Earth,Venus,Venus,None,Mars,None,2122431
2122435,Venus,Earth,Venus,Venus,None,Mars,Jupiter,2122432
2122444,Venus,Earth,Venus,Venus,None,None,None,2122441
2122445,Venus,Earth,Venus,Venus,None,None,Jupiter,2122442
2123114,Venus,Earth,Venus,Mars,Earth,Earth,None,2123111
2123115,Venus,Earth,Venus,Mars,Earth,Earth,Jupiter,2123112
2123124,Venus,Earth,Venus,Mars,Earth,Venus,None,2123121
2123125,Venus,Earth,Venus,Mars,Earth,Venus,Jupiter,2123122
2123134,Venus,Earth,Venus,Mars,Earth,Mars,None,2123131
2123135,Venus,Earth,Venus,Mars,Earth,Mars,Jupiter,2123132
2123144,Venus,Earth,Venus,Mars,Earth,None,None,2123141
2123145,Venus,Earth,Venus,Mars,Earth,None,Jupiter,2123142
2123214,Venus,Earth,Venus,Mars,Venus,Earth,None,2123211
2123215,Venus,Earth,Venus,Mars,Venus,Earth,Jupiter,2123212
2123224,Venus,Earth,Venus,Mars,Venus,Venus,None,2123221
2123225,Venus,Earth,Venus,Mars,Venus,Venus,Jupiter,2123222
2123234,Venus,Earth,Venus,Mars,Venus,Mars,None,2123231
2123235,Venus,Earth,Venus,Mars,Venus,Mars,Jupiter,2123232
2123244,Venus,Earth,Venus,Mars,Venus,None,None,2123241
2123245,Venus,Earth,Venus,Mars,Venus,None,Jupiter,2123242
2123314,Venus,Earth,Venus,Mars,Mars,Earth,None,2123311
2123315,Venus,Earth,Venus,Mars,Mars,Earth,Jupiter,2123312
2123324,Venus,Earth,Venus,Mars,Mars,Venus,None,2123321
2123325,Venus,Earth,Venus,Mars,Mars,Venus,Jupiter,2123322
2123334,Venus,Earth,Venus,Mars,Mars,Mars,None,2123331
2123335,Venus,Earth,Venus,Mars,Mars,Mars,Jupiter,2123332
2123344,Venus,Earth,Venus,Mars,Mars,None,None,2123341
2123345,Venus,Earth,Venus,Mars,Mars,None,Jupiter,2123342
2123414,Venus,Earth,Venus,Mars,None,Earth,None,2123411
2123415,Venus,Earth,Venus,Mars,None,Earth,Jupiter,2123412
2123424,Venus,Earth,Venus,Mars,None,Venus,None,2123421
2123425,Venus,Earth,Venus,Mars,None,Venus,Jupiter,2123422
2123434,Venus,Earth,Venus,Mars,None,Mars,None,2123431
2123435,Venus,Earth,Venus,Mars,None,Mars,Jupiter,2123432
2123444,Venus,Earth,Venus,Mars,None,None,None,2123441
2123445,Venus,Earth,Venus,Mars,None,None,Jupiter,2123442
2124114,Venus,Earth,Venus,None,Earth,Earth,None,2124111
2124115,Venus,Earth,Venus,None,Earth,Earth,Jupiter,2124112
2124124,Venus,Earth,Venus,None,Earth,Venus,None,2124121
2124125,Venus,Earth,Venus,None,Earth,Venus,Jupiter,2124122
2124134,Venus,Earth,Venus,None,Earth,Mars,None,2124131
2124135,Venus,Earth,Venus,None,Earth,Mars,Jupiter,2124132
2124144,Venus,Earth,Venus,None,Earth,None,None,2124141
2124145,Venus,Earth,Venus,None,Earth,None,Jupiter,2124142
2124214,Venus,Earth,Venus,None,Venus,Earth,None,2124211
2124215,Venus,Earth,Venus,None,Venus,Earth,Jupiter,2124212
2124224,Venus,Earth,Venus,None,Venus,Venus,None,2124221
2124225,Venus,Earth,Venus,None,Venus,Venus,Jupiter,2124222
2124234,Venus,Earth,Venus,None,Venus,Mars,None,2124231
2124235,Venus,Earth,Venus,None,Venus,Mars,Jupiter,2124232
2124244,Venus,Earth,Venus,None,Venus,None,None,2124241
2124245,Venus,Earth,Venus,None,Venus,None,Jupiter,2124242
2124314,Venus,Earth,Venus,None,Mars,Earth,None,2124311
2124315,Venus,Earth,Venus,None,Mars,Earth,Jupiter,2124312
2124324,Venus,Earth,Venus,None,Mars,Venus,None,2124321
2124325,Venus,Earth,Venus,None,Mars,Venus,Jupiter,2124322
2124334,Venus,Earth,Venus,None,Mars,Mars,None,2124331
2124335,Venus,Earth,Venus,None,Mars,Mars,Jupiter,2124332
2124344,Venus,Earth,Venus,None,Mars,None,None,2124341
2124345,Venus,Earth,Venus,None,Mars,None,Jupiter,2124342
2124414,Venus,Earth,Venus,None,None,Earth,None,2124411
2124415,Venus,Earth,Venus,None,None,Earth,Jupiter,2124412
2124424,Venus,Earth,Venus,None,None,Venus,None,2124421
2124425,Venus,Earth,Venus,None,None,Venus,Jupiter,2124422
2124434,Venus,Earth,Venus,None,None,Mars,None,2124431
2124435,Venus,Earth,Venus,None,None,Mars,Jupiter,2124432
2124444,Venus,Earth,Venus,None,None,None,None,2124441
2124445,Venus,Earth,Venus,None,None,None,Jupiter,2124442
2131114,Venus,Earth,Mars,Earth,Earth,Earth,None,2131111
2131115,Venus,Earth,Mars,Earth,Earth,Earth,Jupiter,2131112
2131124,Venus,Earth,Mars,Earth,Earth,Venus,None,2131121
2131125,Venus,Earth,Mars,Earth,Earth,Venus,Jupiter,2131122
2131134,Venus,Earth,Mars,Earth,Earth,Mars,None,2131131
2131135,Venus,Earth,Mars,Earth,Earth,Mars,Jupiter,2131132
2131144,Venus,Earth,Mars,Earth,Earth,None,None,2131141
2131145,Venus,Earth,Mars,Earth,Earth,None,Jupiter,2131142
2131214,Venus,Earth,Mars,Earth,Venus,Earth,None,2131211
2131215,Venus,Earth,Mars,Earth,Venus,Earth,Jupiter,2131212
2131224,Venus,Earth,Mars,Earth,Venus,Venus,None,2131221
2131225,Venus,Earth,Mars,Earth,Venus,Venus,Jupiter,2131222
2131234,Venus,Earth,Mars,Earth,Venus,Mars,None,2131231
2131235,Venus,Earth,Mars,Earth,Venus,Mars,Jupiter,2131232
2131244,Venus,Earth,Mars,Earth,Venus,None,None,2131241
2131245,Venus,Earth,Mars,Earth,Venus,None,Jupiter,2131242
2131314,Venus,Earth,Mars,Earth,Mars,Earth,None,2131311
2131315,Venus,Earth,Mars,Earth,Mars,Earth,Jupiter,2131312
2131324,Venus,Earth,Mars,Earth,Mars,Venus,None,2131321
2131325,Venus,Earth,Mars,Earth,Mars,Venus,Jupiter,2131322
2131334,Venus,Earth,Mars,Earth,Mars,Mars,None,2131331
2131335,Venus,Earth,Mars,Earth,Mars,Mars,Jupiter,2131332
2131344,Venus,Earth,Mars,Earth,Mars,None,None,2131341
2131345,Venus,Earth,Mars,Earth,Mars,None,Jupiter,2131342
2131414,Venus,Earth,Mars,Earth,None,Earth,None,2131411
2131415,Venus,Earth,Mars,Earth,None,Earth,Jupiter,2131412
2131424,Venus,Earth,Mars,Earth,None,Venus,None,2131421
2131425,Venus,Earth,Mars,Earth,None,Venus,Jupiter,2131422
2131434,Venus,Earth,Mars,Earth,None,Mars,None,2131431
2131435,Venus,Earth,Mars,Earth,None,Mars,Jupiter,2131432
2131444,Venus,Earth,Mars,Earth,None,None,None,2131441
2131445,Venus,Earth,Mars,Earth,None,None,Jupiter,2131442
2132114,Venus,Earth,Mars,Venus,Earth,Earth,None,2132111
2132115,Venus,Earth,Mars,Venus,Earth,Earth,Jupiter,2132112
2132124,Venus,Earth,Mars,Venus,Earth,Venus,None,2132121
2132125,Venus,Earth,Mars,Venus,Earth,Venus,Jupiter,2132122
2132134,Venus,Earth,Mars,Venus,Earth,Mars,None,2132131
2132135,Venus,Earth,Mars,Venus,Earth,Mars,Jupiter,2132132
2132144,Venus,Earth,Mars,Venus,Earth,None,None,2132141
2132145,Venus,Earth,Mars,Venus,Earth,None,Jupiter,2132142
2132214,Venus,Earth,Mars,Venus,Venus,Earth,None,2132211
2132215,Venus,Earth,Mars,Venus,Venus,Earth,Jupiter,2132212
2132224,Venus,Earth,Mars,Venus,Venus,Venus,None,2132221
2132225,Venus,Earth,Mars,Venus,Venus,Venus,Jupiter,2132222
2132234,Venus,Earth,Mars,Venus,Venus,Mars,None,2132231
2132235,Venus,Earth,Mars,Venus,Venus,Mars,Jupiter,2132232
2132244,Venus,Earth,Mars,Venus,Venus,None,None,2132241
2132245,Venus,Earth,Mars,Venus,Venus,None,Jupiter,2132242
2132314,Venus,Earth,Mars,Venus,Mars,Earth,None,2132311
2132315,Venus,Earth,Mars,Venus,Mars,Earth,Jupiter,2132312
2132324,Venus,Earth,Mars,Venus,Mars,Venus,None,2132321
2132325,Venus,Earth,Mars,Venus,Mars,Venus,Jupiter,2132322
2132334,Venus,Earth,Mars,Venus,Mars,Mars,None,2132331
2132335,Venus,Earth,Mars,Venus,Mars,Mars,Jupiter,2132332
2132344,Venus,Earth,Mars,Venus,Mars,None,None,2132341
2132345,Venus,Earth,Mars,Venus,Mars,None,Jupiter,2132342
2132414,Venus,Earth,Mars,Venus,None,Earth,None,2132411
2132415,Venus,Earth,Mars,Venus,None,Earth,Jupiter,2132412
2132424,Venus,Earth,Mars,Venus,None,Venus,None,2132421
2132425,Venus,Earth,Mars,Venus,None,Venus,Jupiter,2132422
2132434,Venus,Earth,Mars,Venus,None,Mars,None,2132431
2132435,Venus,Earth,Mars,Venus,None,Mars,Jupiter,2132432
2132444,Venus,Earth,Mars,Venus,None,None,None,2132441
2132445,Venus,Earth,Mars,Venus,None,None,Jupiter,2132442
2133114,Venus,Earth,Mars,Mars,Earth,Earth,None,2133111
2133115,Venus,Earth,Mars,Mars,Earth,Earth,Jupiter,2133112
2133124,Venus,Earth,Mars,Mars,Earth,Venus,None,2133121
2133125,Venus,Earth,Mars,Mars,Earth,Venus,Jupiter,2133122
2133134,Venus,Earth,Mars,Mars,Earth,Mars,None,2133131
2133135,Venus,Earth,Mars,Mars,Earth,Mars,Jupiter,2133132
2133144,Venus,Earth,Mars,Mars,Earth,None,None,2133141
2133145,Venus,Earth,Mars,Mars,Earth,None,Jupiter,2133142
2133214,Venus,Earth,Mars,Mars,Venus,Earth,None,2133211
2133215,Venus,Earth,Mars,Mars,Venus,Earth,Jupiter,2133212
2133224,Venus,Earth,Mars,Mars,Venus,Venus,None,2133221
2133225,Venus,Earth,Mars,Mars,Venus,Venus,Jupiter,2133222
2133234,Venus,Earth,Mars,Mars,Venus,Mars,None,2133231
2133235,Venus,Earth,Mars,Mars,Venus,Mars,Jupiter,2133232
2133244,Venus,Earth,Mars,Mars,Venus,None,None,2133241
2133245,Venus,Earth,Mars,Mars,Venus,None,Jupiter,2133242
2133314,Venus,Earth,Mars,Mars,Mars,Earth,None,2133311
2133315,Venus,Earth,Mars,Mars,Mars,Earth,Jupiter,2133312
2133324,Venus,Earth,Mars,Mars,Mars,Venus,None,2133321
2133325,Venus,Earth,Mars,Mars,Mars,Venus,Jupiter,2133322
2133334,Venus,Earth,Mars,Mars,Mars,Mars,None,2133331
2133335,Venus,Earth,Mars,Mars,Mars,Mars,Jupiter,2133332
2133344,Venus,Earth,Mars,Mars,Mars,None,None,2133341
2133345,Venus,Earth,Mars,Mars,Mars,None,Jupiter,2133342
2133414,Venus,Earth,Mars,Mars,None,Earth,None,2133411
2133415,Venus,Earth,Mars,Mars,None,Earth,Jupiter,2133412
2133424,Venus,Earth,Mars,Mars,None,Venus,None,2133421
2133425,Venus,Earth,Mars,Mars,None,Venus,Jupiter,2133422
2133434,Venus,Earth,Mars,Mars,None,Mars,None,2133431
2133435,Venus,Earth,Mars,Mars,None,Mars,Jupiter,2133432
2133444,Venus,Earth,Mars,Mars,None,None,None,2133441
2133445,Venus,Earth,Mars,Mars,None,None,Jupiter,2133442
2134114,Venus,Earth,Mars,None,Earth,Earth,None,2134111
2134115,Venus,Earth,Mars,None,Earth,Earth,Jupiter,2134112
2134124,Venus,Earth,Mars,None,Earth,Venus,None,2134121
2134125,Venus,Earth,Mars,None,Earth,Venus,Jupiter,2134122
2134134,Venus,Earth,Mars,None,Earth,Mars,None,2134131
2134135,Venus,Earth,Mars,None,Earth,Mars,Jupiter,2134132
2134144,Venus,Earth,Mars,None,Earth,None,None,2134141
2134145,Venus,Earth,Mars,None,Earth,None,Jupiter,2134142
2134214,Venus,Earth,Mars,None,Venus,Earth,None,2134211
2134215,Venus,Earth,Mars,None,Venus,Earth,Jupiter,2134212
2134224,Venus,Earth,Mars,None,Venus,Venus,None,2134221
2134225,Venus,Earth,Mars,None,Venus,Venus,Jupiter,2134222
2134234,Venus,Earth,Mars,None,Venus,Mars,None,2134231
2134235,Venus,Earth,Mars,None,Venus,Mars,Jupiter,2134232
2134244,Venus,Earth,Mars,None,Venus,None,None,2134241
2134245,Venus,Earth,Mars,None,Venus,None,Jupiter,2134242
2134314,Venus,Earth,Mars,None,Mars,Earth,None,2134311
2134315,Venus,Earth,Mars,None,Mars,Earth,Jupiter,2134312
2134324,Venus,Earth,Mars,None,Mars,Venus,None,2134321
2134325,Venus,Earth,Mars,None,Mars,Venus,Jupiter,2134322
2134334,Venus,Earth,Mars,None,Mars,Mars,None,2134331
2134335,Venus,Earth,Mars,None,Mars,Mars,Jupiter,2134332
2134344,Venus,Earth,Mars,None,Mars,None,None,2134341
2134345,Venus,Earth,Mars,None,Mars,None,Jupiter,2134342
2134414,Venus,Earth,Mars,None,None,Earth,None,2134411
2134415,Venus,Earth,Mars,None,None,Earth,Jupiter,2134412
2134424,Venus,Earth,Mars,None,None,Venus,None,2134421
2134425,Venus,Earth,Mars,None,None,Venus,Jupiter,2134422
2134434,Venus,Earth,Mars,None,None,Mars,None,2134431
2134435,Venus,Earth,Mars,None,None,Mars,Jupiter,2134432
2134444,Venus,Earth,Mars,None,None,None,None,2134441
2134445,Venus,Earth,Mars,None,None,None,Jupiter,2134442
2141114,Venus,Earth,None,Earth,Earth,Earth,None,2141111
2141115,Venus,Earth,None,Earth,Earth,Earth,Jupiter,2141112
2141124,Venus,Earth,None,Earth,Earth,Venus,None,2141121
2141125,Venus,Earth,None,Earth,Earth,Venus,Jupiter,2141122
2141134,Venus,Earth,None,Earth,Earth,Mars,None,2141131
2141135,Venus,Earth,None,Earth,Earth,Mars,Jupiter,2141132
2141144,Venus,Earth,None,Earth,Earth,None,None,2141141
2141145,Venus,Earth,None,Earth,Earth,None,Jupiter,2141142
2141214,Venus,Earth,None,Earth,Venus,Earth,None,2141211
2141215,Venus,Earth,None,Earth,Venus,Earth,Jupiter,2141212
2141224,Venus,Earth,None,Earth,Venus,Venus,None,2141221
2141225,Venus,Earth,None,Earth,Venus,Venus,Jupiter,2141222
2141234,Venus,Earth,None,Earth,Venus,Mars,None,2141231
2141235,Venus,Earth,None,Earth,Venus,Mars,Jupiter,2141232
2141244,Venus,Earth,None,Earth,Venus,None,None,2141241
2141245,Venus,Earth,None,Earth,Venus,None,Jupiter,2141242
2141314,Venus,Earth,None,Earth,Mars,Earth,None,2141311
2141315,Venus,Earth,None,Earth,Mars,Earth,Jupiter,2141312
2141324,Venus,Earth,None,Earth,Mars,Venus,None,2141321
2141325,Venus,Earth,None,Earth,Mars,Venus,Jupiter,2141322
2141334,Venus,Earth,None,Earth,Mars,Mars,None,2141331
2141335,Venus,Earth,None,Earth,Mars,Mars,Jupiter,2141332
2141344,Venus,Earth,None,Earth,Mars,None,None,2141341
2141345,Venus,Earth,None,Earth,Mars,None,Jupiter,2141342
2141414,Venus,Earth,None,Earth,None,Earth,None,2141411
2141415,Venus,Earth,None,Earth,None,Earth,Jupiter,2141412
2141424,Venus,Earth,None,Earth,None,Venus,None,2141421
2141425,Venus,Earth,None,Earth,None,Venus,Jupiter,2141422
2141434,Venus,Earth,None,Earth,None,Mars,None,2141431
2141435,Venus,Earth,None,Earth,None,Mars,Jupiter,2141432
2141444,Venus,Earth,None,Earth,None,None,None,2141441
2141445,Venus,Earth,None,Earth,None,None,Jupiter,2141442
2142114,Venus,Earth,None,Venus,Earth,Earth,None,2142111
2142115,Venus,Earth,None,Venus,Earth,Earth,Jupiter,2142112
2142124,Venus,Earth,None,Venus,Earth,Venus,None,2142121
2142125,Venus,Earth,None,Venus,Earth,Venus,Jupiter,2142122
2142134,Venus,Earth,None,Venus,Earth,Mars,None,2142131
2142135,Venus,Earth,None,Venus,Earth,Mars,Jupiter,2142132
2142144,Venus,Earth,None,Venus,Earth,None,None,2142141
2142145,Venus,Earth,None,Venus,Earth,None,Jupiter,2142142
2142214,Venus,Earth,None,Venus,Venus,Earth,None,2142211
2142215,Venus,Earth,None,Venus,Venus,Earth,Jupiter,2142212
2142224,Venus,Earth,None,Venus,Venus,Venus,None,2142221
2142225,Venus,Earth,None,Venus,Venus,Venus,Jupiter,2142222
2142234,Venus,Earth,None,Venus,Venus,Mars,None,2142231
2142235,Venus,Earth,None,Venus,Venus,Mars,Jupiter,2142232
2142244,Venus,Earth,None,Venus,Venus,None,None,2142241
2142245,Venus,Earth,None,Venus,Venus,None,Jupiter,2142242
2142314,Venus,Earth,None,Venus,Mars,Earth,None,2142311
2142315,Venus,Earth,None,Venus,Mars,Earth,Jupiter,2142312
2142324,Venus,Earth,None,Venus,Mars,Venus,None,2142321
2142325,Venus,Earth,None,Venus,Mars,Venus,Jupiter,2142322
2142334,Venus,Earth,None,Venus,Mars,Mars,None,2142331
2142335,Venus,Earth,None,Venus,Mars,Mars,Jupiter,2142332
2142344,Venus,Earth,None,Venus,Mars,None,None,2142341
2142345,Venus,Earth,None,Venus,Mars,None,Jupiter,2142342
2142414,Venus,Earth,None,Venus,None,Earth,None,2142411
2142415,Venus,Earth,None,Venus,None,Earth,Jupiter,2142412
2142424,Venus,Earth,None,Venus,None,Venus,None,2142421
2142425,Venus,Earth,None,Venus,None,Venus,Jupiter,2142422
2142434,Venus,Earth,None,Venus,None,Mars,None,2142431
2142435,Venus,Earth,None,Venus,None,Mars,Jupiter,2142432
2142444,Venus,Earth,None,Venus,None,None,None,2142441
2142445,Venus,Earth,None,Venus,None,None,Jupiter,2142442
2143114,Venus,Earth,None,Mars,Earth,Earth,None,2143111
2143115,Venus,Earth,None,Mars,Earth,Earth,Jupiter,2143112
2143124,Venus,Earth,None,Mars,Earth,Venus,None,2143121
2143125,Venus,Earth,None,Mars,Earth,Venus,Jupiter,2143122
2143134,Venus,Earth,None,Mars,Earth,Mars,None,2143131
2143135,Venus,Earth,None,Mars,Earth,Mars,Jupiter,2143132
2143144,Venus,Earth,None,Mars,Earth,None,None,2143141
2143145,Venus,Earth,None,Mars,Earth,None,Jupiter,2143142
2143214,Venus,Earth,None,Mars,Venus,Earth,None,2143211
2143215,Venus,Earth,None,Mars,Venus,Earth,Jupiter,2143212
2143224,Venus,Earth,None,Mars,Venus,Venus,None,2143221
2143225,Venus,Earth,None,Mars,Venus,Venus,Jupiter,2143222
2143234,Venus,Earth,None,Mars,Venus,Mars,None,2143231
2143235,Venus,Earth,None,Mars,Venus,Mars,Jupiter,2143232
2143244,Venus,Earth,None,Mars,Venus,None,None,2143241
2143245,Venus,Earth,None,Mars,Venus,None,Jupiter,2143242
2143314,Venus,Earth,None,Mars,Mars,Earth,None,2143311
2143315,Venus,Earth,None,Mars,Mars,Earth,Jupiter,2143312
2143324,Venus,Earth,None,Mars,Mars,Venus,None,2143321
2143325,Venus,Earth,None,Mars,Mars,Venus,Jupiter,2143322
2143334,Venus,Earth,None,Mars,Mars,Mars,None,2143331
2143335,Venus,Earth,None,Mars,Mars,Mars,Jupiter,2143332
2143344,Venus,Earth,None,Mars,Mars,None,None,2143341
2143345,Venus,Earth,None,Mars,Mars,None,Jupiter,2143342
2143414,Venus,Earth,None,Mars,None,Earth,None,2143411
2143415,Venus,Earth,None,Mars,None,Earth,Jupiter,2143412
2143424,Venus,Earth,None,Mars,None,Venus,None,2143421
2143425,Venus,Earth,None,Mars,None,Venus,Jupiter,2143422
2143434,Venus,Earth,None,Mars,None,Mars,None,2143431
2143435,Venus,Earth,None,Mars,None,Mars,Jupiter,2143432
2143444,Venus,Earth,None,Mars,None,None,None,2143441
2143445,Venus,Earth,None,Mars,None,None,Jupiter,2143442
2144114,Venus,Earth,None,None,Earth,Earth,None,2144111
2144115,Venus,Earth,None,None,Earth,Earth,Jupiter,2144112
2144124,Venus,Earth,None,None,Earth,Venus,None,2144121
2144125,Venus,Earth,None,None,Earth,Venus,Jupiter,2144122
2144134,Venus,Earth,None,None,Earth,Mars,None,2144131
2144135,Venus,Earth,None,None,Earth,Mars,Jupiter,2144132
2144144,Venus,Earth,None,None,Earth,None,None,2144141
2144145,Venus,Earth,None,None,Earth,None,Jupiter,2144142
2144214,Venus,Earth,None,None,Venus,Earth,None,2144211
2144215,Venus,Earth,None,None,Venus,Earth,Jupiter,2144212
2144224,Venus,Earth,None,None,Venus,Venus,None,2144221
2144225,Venus,Earth,None,None,Venus,Venus,Jupiter,2144222
2144234,Venus,Earth,None,None,Venus,Mars,None,2144231
2144235,Venus,Earth,None,None,Venus,Mars,Jupiter,2144232
2144244,Venus,Earth,None,None,Venus,None,None,2144241
2144245,Venus,Earth,None,None,Venus,None,Jupiter,2144242
2144314,Venus,Earth,None,None,Mars,Earth,None,2144311
2144315,Venus,Earth,None,None,Mars,Earth,Jupiter,2144312
2144324,Venus,Earth,None,None,Mars,Venus,None,2144321
2144325,Venus,Earth,None,None,Mars,Venus,Jupiter,2144322
2144334,Venus,Earth,None,None,Mars,Mars,None,2144331
2144335,Venus,Earth,None,None,Mars,Mars,Jupiter,2144332
2144344,Venus,Earth,None,None,Mars,None,None,2144341
2144345,Venus,Earth,None,None,Mars,None,Jupiter,2144342
2144414,Venus,Earth,None,None,None,Earth,None,2144411
2144415,Venus,Earth,None,None,None,Earth,Jupiter,2144412
2144424,Venus,Earth,None,None,None,Venus,None,2144421
2144425,Venus,Earth,None,None,None,Venus,Jupiter,2144422
2144434,Venus,Earth,None,None,None,Mars,None,2144431
2144435,Venus,Earth,None,None,None,Mars,Jupiter,2144432
2144444,Venus,Earth,None,None,None,None,None,2144441
2144445,Venus,Earth,None,None,None,None,Jupiter,2144442
