Pattern,X1,X2,X3,X4,X5,X6
151555,Earth,Null,Earth,Null,Null,Null
151552,Earth,Null,Earth,Null,Null,Venus
151521,Earth,Null,Earth,Null,Venus,Earth
151524,Earth,Null,Earth,Null,Venus,Jupiter
151523,Earth,Null,Earth,Null,Venus,Mars
151525,Earth,Null,Earth,Null,Venus,Null
151522,Earth,Null,Earth,Null,Venus,Venus
151211,Earth,Null,Earth,Venus,Earth,Earth
151214,Earth,Null,Earth,Venus,Earth,Jupiter
151213,Earth,Null,Earth,Venus,Earth,Mars
151215,Earth,Null,Earth,Venus,Earth,Null
151212,Earth,Null,Earth,Venus,Earth,Venus
151241,Earth,Null,Earth,Venus,Jupiter,Earth
151244,Earth,Null,Earth,Venus,Jupiter,Jupiter
151243,Earth,Null,Earth,Venus,Jupiter,Mars
151245,Earth,Null,Earth,Venus,Jupiter,Null
151242,Earth,Null,Earth,Venus,Jupiter,Venus
151231,Earth,Null,Earth,Venus,Mars,Earth
151234,Earth,Null,Earth,Venus,Mars,Jupiter
151233,Earth,Null,Earth,Venus,Mars,Mars
151235,Earth,Null,Earth,Venus,Mars,Null
151232,Earth,Null,Earth,Venus,Mars,Venus
151251,Earth,Null,Earth,Venus,Null,Earth
151254,Earth,Null,Earth,Venus,Null,Jupiter
151253,Earth,Null,Earth,Venus,Null,Mars
151255,Earth,Null,Earth,Venus,Null,Null
151252,Earth,Null,Earth,Venus,Null,Venus
151221,Earth,Null,Earth,Venus,Venus,Earth
151224,Earth,Null,Earth,Venus,Venus,Jupiter
151223,Earth,Null,Earth,Venus,Venus,Mars
151225,Earth,Null,Earth,Venus,Venus,Null
151222,Earth,Null,Earth,Venus,Venus,Venus
154111,Earth,Null,Jupiter,Earth,Earth,Earth
154114,Earth,Null,Jupiter,Earth,Earth,Jupiter
154113,Earth,Null,Jupiter,Earth,Earth,Mars
154115,Earth,Null,Jupiter,Earth,Earth,Null
154112,Earth,Null,Jupiter,Earth,Earth,Venus
154141,Earth,Null,Jupiter,Earth,Jupiter,Earth
154144,Earth,Null,Jupiter,Earth,Jupiter,Jupiter
154143,Earth,Null,Jupiter,Earth,Jupiter,Mars
154145,Earth,Null,Jupiter,Earth,Jupiter,Null
154142,Earth,Null,Jupiter,Earth,Jupiter,Venus
154131,Earth,Null,Jupiter,Earth,Mars,Earth
154134,Earth,Null,Jupiter,Earth,Mars,Jupiter
154133,Earth,Null,Jupiter,Earth,Mars,Mars
154135,Earth,Null,Jupiter,Earth,Mars,Null
154132,Earth,Null,Jupiter,Earth,Mars,Venus
154151,Earth,Null,Jupiter,Earth,Null,Earth
154154,Earth,Null,Jupiter,Earth,Null,Jupiter
154153,Earth,Null,Jupiter,Earth,Null,Mars
154155,Earth,Null,Jupiter,Earth,Null,Null
154152,Earth,Null,Jupiter,Earth,Null,Venus
154121,Earth,Null,Jupiter,Earth,Venus,Earth
154124,Earth,Null,Jupiter,Earth,Venus,Jupiter
154123,Earth,Null,Jupiter,Earth,Venus,Mars
154125,Earth,Null,Jupiter,Earth,Venus,Null
154122,Earth,Null,Jupiter,Earth,Venus,Venus
154411,Earth,Null,Jupiter,Jupiter,Earth,Earth
154414,Earth,Null,Jupiter,Jupiter,Earth,Jupiter
154413,Earth,Null,Jupiter,Jupiter,Earth,Mars
154415,Earth,Null,Jupiter,Jupiter,Earth,Null
154412,Earth,Null,Jupiter,Jupiter,Earth,Venus
154441,Earth,Null,Jupiter,Jupiter,Jupiter,Earth
154444,Earth,Null,Jupiter,Jupiter,Jupiter,Jupiter
154443,Earth,Null,Jupiter,Jupiter,Jupiter,Mars
154445,Earth,Null,Jupiter,Jupiter,Jupiter,Null
154442,Earth,Null,Jupiter,Jupiter,Jupiter,Venus
154431,Earth,Null,Jupiter,Jupiter,Mars,Earth
154434,Earth,Null,Jupiter,Jupiter,Mars,Jupiter
154433,Earth,Null,Jupiter,Jupiter,Mars,Mars
154435,Earth,Null,Jupiter,Jupiter,Mars,Null
154432,Earth,Null,Jupiter,Jupiter,Mars,Venus
154451,Earth,Null,Jupiter,Jupiter,Null,Earth
154454,Earth,Null,Jupiter,Jupiter,Null,Jupiter
154453,Earth,Null,Jupiter,Jupiter,Null,Mars
154455,Earth,Null,Jupiter,Jupiter,Null,Null
154452,Earth,Null,Jupiter,Jupiter,Null,Venus
154421,Earth,Null,Jupiter,Jupiter,Venus,Earth
154424,Earth,Null,Jupiter,Jupiter,Venus,Jupiter
154423,Earth,Null,Jupiter,Jupiter,Venus,Mars
154425,Earth,Null,Jupiter,Jupiter,Venus,Null
154422,Earth,Null,Jupiter,Jupiter,Venus,Venus
154311,Earth,Null,Jupiter,Mars,Earth,Earth
154314,Earth,Null,Jupiter,Mars,Earth,Jupiter
154313,Earth,Null,Jupiter,Mars,Earth,Mars
154315,Earth,Null,Jupiter,Mars,Earth,Null
154312,Earth,Null,Jupiter,Mars,Earth,Venus
154341,Earth,Null,Jupiter,Mars,Jupiter,Earth
154344,Earth,Null,Jupiter,Mars,Jupiter,Jupiter
154343,Earth,Null,Jupiter,Mars,Jupiter,Mars
154345,Earth,Null,Jupiter,Mars,Jupiter,Null
154342,Earth,Null,Jupiter,Mars,Jupiter,Venus
154331,Earth,Null,Jupiter,Mars,Mars,Earth
154334,Earth,Null,Jupiter,Mars,Mars,Jupiter
154333,Earth,Null,Jupiter,Mars,Mars,Mars
154335,Earth,Null,Jupiter,Mars,Mars,Null
154332,Earth,Null,Jupiter,Mars,Mars,Venus
154351,Earth,Null,Jupiter,Mars,Null,Earth
154354,Earth,Null,Jupiter,Mars,Null,Jupiter
154353,Earth,Null,Jupiter,Mars,Null,Mars
154355,Earth,Null,Jupiter,Mars,Null,Null
154352,Earth,Null,Jupiter,Mars,Null,Venus
154321,Earth,Null,Jupiter,Mars,Venus,Earth
154324,Earth,Null,Jupiter,Mars,Venus,Jupiter
154323,Earth,Null,Jupiter,Mars,Venus,Mars
154325,Earth,Null,Jupiter,Mars,Venus,Null
154322,Earth,Null,Jupiter,Mars,Venus,Venus
154511,Earth,Null,Jupiter,Null,Earth,Earth
154514,Earth,Null,Jupiter,Null,Earth,Jupiter
154513,Earth,Null,Jupiter,Null,Earth,Mars
154515,Earth,Null,Jupiter,Null,Earth,Null
154512,Earth,Null,Jupiter,Null,Earth,Venus
154541,Earth,Null,Jupiter,Null,Jupiter,Earth
154544,Earth,Null,Jupiter,Null,Jupiter,Jupiter
154543,Earth,Null,Jupiter,Null,Jupiter,Mars
154545,Earth,Null,Jupiter,Null,Jupiter,Null
154542,Earth,Null,Jupiter,Null,Jupiter,Venus
154531,Earth,Null,Jupiter,Null,Mars,Earth
154534,Earth,Null,Jupiter,Null,Mars,Jupiter
154533,Earth,Null,Jupiter,Null,Mars,Mars
154535,Earth,Null,Jupiter,Null,Mars,Null
154532,Earth,Null,Jupiter,Null,Mars,Venus
154551,Earth,Null,Jupiter,Null,Null,Earth
154554,Earth,Null,Jupiter,Null,Null,Jupiter
154553,Earth,Null,Jupiter,Null,Null,Mars
154555,Earth,Null,Jupiter,Null,Null,Null
154552,Earth,Null,Jupiter,Null,Null,Venus
154521,Earth,Null,Jupiter,Null,Venus,Earth
154524,Earth,Null,Jupiter,Null,Venus,Jupiter
154523,Earth,Null,Jupiter,Null,Venus,Mars
154525,Earth,Null,Jupiter,Null,Venus,Null
154522,Earth,Null,Jupiter,Null,Venus,Venus
154211,Earth,Null,Jupiter,Venus,Earth,Earth
154214,Earth,Null,Jupiter,Venus,Earth,Jupiter
154213,Earth,Null,Jupiter,Venus,Earth,Mars
154215,Earth,Null,Jupiter,Venus,Earth,Null
154212,Earth,Null,Jupiter,Venus,Earth,Venus
154241,Earth,Null,Jupiter,Venus,Jupiter,Earth
154244,Earth,Null,Jupiter,Venus,Jupiter,Jupiter
154243,Earth,Null,Jupiter,Venus,Jupiter,Mars
154245,Earth,Null,Jupiter,Venus,Jupiter,Null
154242,Earth,Null,Jupiter,Venus,Jupiter,Venus
154231,Earth,Null,Jupiter,Venus,Mars,Earth
154234,Earth,Null,Jupiter,Venus,Mars,Jupiter
154233,Earth,Null,Jupiter,Venus,Mars,Mars
154235,Earth,Null,Jupiter,Venus,Mars,Null
154232,Earth,Null,Jupiter,Venus,Mars,Venus
154251,Earth,Null,Jupiter,Venus,Null,Earth
154254,Earth,Null,Jupiter,Venus,Null,Jupiter
154253,Earth,Null,Jupiter,Venus,Null,Mars
154255,Earth,Null,Jupiter,Venus,Null,Null
154252,Earth,Null,Jupiter,Venus,Null,Venus
154221,Earth,Null,Jupiter,Venus,Venus,Earth
154224,Earth,Null,Jupiter,Venus,Venus,Jupiter
154223,Earth,Null,Jupiter,Venus,Venus,Mars
154225,Earth,Null,Jupiter,Venus,Venus,Null
154222,Earth,Null,Jupiter,Venus,Venus,Venus
153111,Earth,Null,Mars,Earth,Earth,Earth
153114,Earth,Null,Mars,Earth,Earth,Jupiter
153113,Earth,Null,Mars,Earth,Earth,Mars
153115,Earth,Null,Mars,Earth,Earth,Null
153112,Earth,Null,Mars,Earth,Earth,Venus
153141,Earth,Null,Mars,Earth,Jupiter,Earth
153144,Earth,Null,Mars,Earth,Jupiter,Jupiter
153143,Earth,Null,Mars,Earth,Jupiter,Mars
153145,Earth,Null,Mars,Earth,Jupiter,Null
153142,Earth,Null,Mars,Earth,Jupiter,Venus
153131,Earth,Null,Mars,Earth,Mars,Earth
153134,Earth,Null,Mars,Earth,Mars,Jupiter
153133,Earth,Null,Mars,Earth,Mars,Mars
153135,Earth,Null,Mars,Earth,Mars,Null
153132,Earth,Null,Mars,Earth,Mars,Venus
153151,Earth,Null,Mars,Earth,Null,Earth
153154,Earth,Null,Mars,Earth,Null,Jupiter
153153,Earth,Null,Mars,Earth,Null,Mars
153155,Earth,Null,Mars,Earth,Null,Null
153152,Earth,Null,Mars,Earth,Null,Venus
153121,Earth,Null,Mars,Earth,Venus,Earth
153124,Earth,Null,Mars,Earth,Venus,Jupiter
153123,Earth,Null,Mars,Earth,Venus,Mars
153125,Earth,Null,Mars,Earth,Venus,Null
153122,Earth,Null,Mars,Earth,Venus,Venus
153411,Earth,Null,Mars,Jupiter,Earth,Earth
153414,Earth,Null,Mars,Jupiter,Earth,Jupiter
153413,Earth,Null,Mars,Jupiter,Earth,Mars
153415,Earth,Null,Mars,Jupiter,Earth,Null
153412,Earth,Null,Mars,Jupiter,Earth,Venus
153441,Earth,Null,Mars,Jupiter,Jupiter,Earth
153444,Earth,Null,Mars,Jupiter,Jupiter,Jupiter
153443,Earth,Null,Mars,Jupiter,Jupiter,Mars
153445,Earth,Null,Mars,Jupiter,Jupiter,Null
153442,Earth,Null,Mars,Jupiter,Jupiter,Venus
153431,Earth,Null,Mars,Jupiter,Mars,Earth
153434,Earth,Null,Mars,Jupiter,Mars,Jupiter
153433,Earth,Null,Mars,Jupiter,Mars,Mars
153435,Earth,Null,Mars,Jupiter,Mars,Null
153432,Earth,Null,Mars,Jupiter,Mars,Venus
153451,Earth,Null,Mars,Jupiter,Null,Earth
153454,Earth,Null,Mars,Jupiter,Null,Jupiter
153453,Earth,Null,Mars,Jupiter,Null,Mars
153455,Earth,Null,Mars,Jupiter,Null,Null
153452,Earth,Null,Mars,Jupiter,Null,Venus
153421,Earth,Null,Mars,Jupiter,Venus,Earth
153424,Earth,Null,Mars,Jupiter,Venus,Jupiter
153423,Earth,Null,Mars,Jupiter,Venus,Mars
153425,Earth,Null,Mars,Jupiter,Venus,Null
153422,Earth,Null,Mars,Jupiter,Venus,Venus
153311,Earth,Null,Mars,Mars,Earth,Earth
153314,Earth,Null,Mars,Mars,Earth,Jupiter
153313,Earth,Null,Mars,Mars,Earth,Mars
153315,Earth,Null,Mars,Mars,Earth,Null
153312,Earth,Null,Mars,Mars,Earth,Venus
153341,Earth,Null,Mars,Mars,Jupiter,Earth
153344,Earth,Null,Mars,Mars,Jupiter,Jupiter
153343,Earth,Null,Mars,Mars,Jupiter,Mars
153345,Earth,Null,Mars,Mars,Jupiter,Null
153342,Earth,Null,Mars,Mars,Jupiter,Venus
153331,Earth,Null,Mars,Mars,Mars,Earth
153334,Earth,Null,Mars,Mars,Mars,Jupiter
153333,Earth,Null,Mars,Mars,Mars,Mars
153335,Earth,Null,Mars,Mars,Mars,Null
153332,Earth,Null,Mars,Mars,Mars,Venus
153351,Earth,Null,Mars,Mars,Null,Earth
153354,Earth,Null,Mars,Mars,Null,Jupiter
153353,Earth,Null,Mars,Mars,Null,Mars
153355,Earth,Null,Mars,Mars,Null,Null
153352,Earth,Null,Mars,Mars,Null,Venus
153321,Earth,Null,Mars,Mars,Venus,Earth
153324,Earth,Null,Mars,Mars,Venus,Jupiter
153323,Earth,Null,Mars,Mars,Venus,Mars
153325,Earth,Null,Mars,Mars,Venus,Null
153322,Earth,Null,Mars,Mars,Venus,Venus
153511,Earth,Null,Mars,Null,Earth,Earth
153514,Earth,Null,Mars,Null,Earth,Jupiter
153513,Earth,Null,Mars,Null,Earth,Mars
153515,Earth,Null,Mars,Null,Earth,Null
153512,Earth,Null,Mars,Null,Earth,Venus
153541,Earth,Null,Mars,Null,Jupiter,Earth
153544,Earth,Null,Mars,Null,Jupiter,Jupiter
153543,Earth,Null,Mars,Null,Jupiter,Mars
153545,Earth,Null,Mars,Null,Jupiter,Null
153542,Earth,Null,Mars,Null,Jupiter,Venus
153531,Earth,Null,Mars,Null,Mars,Earth
153534,Earth,Null,Mars,Null,Mars,Jupiter
153533,Earth,Null,Mars,Null,Mars,Mars
153535,Earth,Null,Mars,Null,Mars,Null
153532,Earth,Null,Mars,Null,Mars,Venus
153551,Earth,Null,Mars,Null,Null,Earth
153554,Earth,Null,Mars,Null,Null,Jupiter
153553,Earth,Null,Mars,Null,Null,Mars
153555,Earth,Null,Mars,Null,Null,Null
153552,Earth,Null,Mars,Null,Null,Venus
153521,Earth,Null,Mars,Null,Venus,Earth
153524,Earth,Null,Mars,Null,Venus,Jupiter
153523,Earth,Null,Mars,Null,Venus,Mars
153525,Earth,Null,Mars,Null,Venus,Null
153522,Earth,Null,Mars,Null,Venus,Venus
153211,Earth,Null,Mars,Venus,Earth,Earth
153214,Earth,Null,Mars,Venus,Earth,Jupiter
153213,Earth,Null,Mars,Venus,Earth,Mars
153215,Earth,Null,Mars,Venus,Earth,Null
153212,Earth,Null,Mars,Venus,Earth,Venus
153241,Earth,Null,Mars,Venus,Jupiter,Earth
153244,Earth,Null,Mars,Venus,Jupiter,Jupiter
153243,Earth,Null,Mars,Venus,Jupiter,Mars
153245,Earth,Null,Mars,Venus,Jupiter,Null
153242,Earth,Null,Mars,Venus,Jupiter,Venus
153231,Earth,Null,Mars,Venus,Mars,Earth
153234,Earth,Null,Mars,Venus,Mars,Jupiter
153233,Earth,Null,Mars,Venus,Mars,Mars
153235,Earth,Null,Mars,Venus,Mars,Null
153232,Earth,Null,Mars,Venus,Mars,Venus
153251,Earth,Null,Mars,Venus,Null,Earth
153254,Earth,Null,Mars,Venus,Null,Jupiter
153253,Earth,Null,Mars,Venus,Null,Mars
153255,Earth,Null,Mars,Venus,Null,Null
153252,Earth,Null,Mars,Venus,Null,Venus
153221,Earth,Null,Mars,Venus,Venus,Earth
153224,Earth,Null,Mars,Venus,Venus,Jupiter
153223,Earth,Null,Mars,Venus,Venus,Mars
153225,Earth,Null,Mars,Venus,Venus,Null
153222,Earth,Null,Mars,Venus,Venus,Venus
155111,Earth,Null,Null,Earth,Earth,Earth
155114,Earth,Null,Null,Earth,Earth,Jupiter
155113,Earth,Null,Null,Earth,Earth,Mars
155115,Earth,Null,Null,Earth,Earth,Null
155112,Earth,Null,Null,Earth,Earth,Venus
155141,Earth,Null,Null,Earth,Jupiter,Earth
155144,Earth,Null,Null,Earth,Jupiter,Jupiter
155143,Earth,Null,Null,Earth,Jupiter,Mars
155145,Earth,Null,Null,Earth,Jupiter,Null
155142,Earth,Null,Null,Earth,Jupiter,Venus
155131,Earth,Null,Null,Earth,Mars,Earth
155134,Earth,Null,Null,Earth,Mars,Jupiter
155133,Earth,Null,Null,Earth,Mars,Mars
155135,Earth,Null,Null,Earth,Mars,Null
155132,Earth,Null,Null,Earth,Mars,Venus
155151,Earth,Null,Null,Earth,Null,Earth
155154,Earth,Null,Null,Earth,Null,Jupiter
155153,Earth,Null,Null,Earth,Null,Mars
155155,Earth,Null,Null,Earth,Null,Null
155152,Earth,Null,Null,Earth,Null,Venus
155121,Earth,Null,Null,Earth,Venus,Earth
155124,Earth,Null,Null,Earth,Venus,Jupiter
155123,Earth,Null,Null,Earth,Venus,Mars
155125,Earth,Null,Null,Earth,Venus,Null
155122,Earth,Null,Null,Earth,Venus,Venus
155411,Earth,Null,Null,Jupiter,Earth,Earth
155414,Earth,Null,Null,Jupiter,Earth,Jupiter
155413,Earth,Null,Null,Jupiter,Earth,Mars
155415,Earth,Null,Null,Jupiter,Earth,Null
155412,Earth,Null,Null,Jupiter,Earth,Venus
155441,Earth,Null,Null,Jupiter,Jupiter,Earth
155444,Earth,Null,Null,Jupiter,Jupiter,Jupiter
155443,Earth,Null,Null,Jupiter,Jupiter,Mars
155445,Earth,Null,Null,Jupiter,Jupiter,Null
155442,Earth,Null,Null,Jupiter,Jupiter,Venus
155431,Earth,Null,Null,Jupiter,Mars,Earth
155434,Earth,Null,Null,Jupiter,Mars,Jupiter
155433,Earth,Null,Null,Jupiter,Mars,Mars
155435,Earth,Null,Null,Jupiter,Mars,Null
155432,Earth,Null,Null,Jupiter,Mars,Venus
155451,Earth,Null,Null,Jupiter,Null,Earth
155454,Earth,Null,Null,Jupiter,Null,Jupiter
155453,Earth,Null,Null,Jupiter,Null,Mars
155455,Earth,Null,Null,Jupiter,Null,Null
155452,Earth,Null,Null,Jupiter,Null,Venus
155421,Earth,Null,Null,Jupiter,Venus,Earth
155424,Earth,Null,Null,Jupiter,Venus,Jupiter
155423,Earth,Null,Null,Jupiter,Venus,Mars
155425,Earth,Null,Null,Jupiter,Venus,Null
155422,Earth,Null,Null,Jupiter,Venus,Venus
155311,Earth,Null,Null,Mars,Earth,Earth
155314,Earth,Null,Null,Mars,Earth,Jupiter
155313,Earth,Null,Null,Mars,Earth,Mars
155315,Earth,Null,Null,Mars,Earth,Null
155312,Earth,Null,Null,Mars,Earth,Venus
155341,Earth,Null,Null,Mars,Jupiter,Earth
155344,Earth,Null,Null,Mars,Jupiter,Jupiter
155343,Earth,Null,Null,Mars,Jupiter,Mars
155345,Earth,Null,Null,Mars,Jupiter,Null
155342,Earth,Null,Null,Mars,Jupiter,Venus
155331,Earth,Null,Null,Mars,Mars,Earth
155334,Earth,Null,Null,Mars,Mars,Jupiter
155333,Earth,Null,Null,Mars,Mars,Mars
155335,Earth,Null,Null,Mars,Mars,Null
155332,Earth,Null,Null,Mars,Mars,Venus
155351,Earth,Null,Null,Mars,Null,Earth
155354,Earth,Null,Null,Mars,Null,Jupiter
155353,Earth,Null,Null,Mars,Null,Mars
155355,Earth,Null,Null,Mars,Null,Null
155352,Earth,Null,Null,Mars,Null,Venus
155321,Earth,Null,Null,Mars,Venus,Earth
155324,Earth,Null,Null,Mars,Venus,Jupiter
155323,Earth,Null,Null,Mars,Venus,Mars
155325,Earth,Null,Null,Mars,Venus,Null
155322,Earth,Null,Null,Mars,Venus,Venus
155511,Earth,Null,Null,Null,Earth,Earth
155514,Earth,Null,Null,Null,Earth,Jupiter
155513,Earth,Null,Null,Null,Earth,Mars
155515,Earth,Null,Null,Null,Earth,Null
155512,Earth,Null,Null,Null,Earth,Venus
155541,Earth,Null,Null,Null,Jupiter,Earth
155544,Earth,Null,Null,Null,Jupiter,Jupiter
155543,Earth,Null,Null,Null,Jupiter,Mars
155545,Earth,Null,Null,Null,Jupiter,Null
155542,Earth,Null,Null,Null,Jupiter,Venus
155531,Earth,Null,Null,Null,Mars,Earth
155534,Earth,Null,Null,Null,Mars,Jupiter
155533,Earth,Null,Null,Null,Mars,Mars
155535,Earth,Null,Null,Null,Mars,Null
155532,Earth,Null,Null,Null,Mars,Venus
155551,Earth,Null,Null,Null,Null,Earth
155554,Earth,Null,Null,Null,Null,Jupiter
155553,Earth,Null,Null,Null,Null,Mars
155555,Earth,Null,Null,Null,Null,Null
155552,Earth,Null,Null,Null,Null,Venus
155521,Earth,Null,Null,Null,Venus,Earth
155524,Earth,Null,Null,Null,Venus,Jupiter
155523,Earth,Null,Null,Null,Venus,Mars
155525,Earth,Null,Null,Null,Venus,Null
155522,Earth,Null,Null,Null,Venus,Venus
155211,Earth,Null,Null,Venus,Earth,Earth
155214,Earth,Null,Null,Venus,Earth,Jupiter
155213,Earth,Null,Null,Venus,Earth,Mars
155215,Earth,Null,Null,Venus,Earth,Null
155212,Earth,Null,Null,Venus,Earth,Venus
155241,Earth,Null,Null,Venus,Jupiter,Earth
155244,Earth,Null,Null,Venus,Jupiter,Jupiter
155243,Earth,Null,Null,Venus,Jupiter,Mars
155245,Earth,Null,Null,Venus,Jupiter,Null
155242,Earth,Null,Null,Venus,Jupiter,Venus
155231,Earth,Null,Null,Venus,Mars,Earth
155234,Earth,Null,Null,Venus,Mars,Jupiter
155233,Earth,Null,Null,Venus,Mars,Mars
155235,Earth,Null,Null,Venus,Mars,Null
155232,Earth,Null,Null,Venus,Mars,Venus
155251,Earth,Null,Null,Venus,Null,Earth
155254,Earth,Null,Null,Venus,Null,Jupiter
155253,Earth,Null,Null,Venus,Null,Mars
155255,Earth,Null,Null,Venus,Null,Null
155252,Earth,Null,Null,Venus,Null,Venus
155221,Earth,Null,Null,Venus,Venus,Earth
155224,Earth,Null,Null,Venus,Venus,Jupiter
155223,Earth,Null,Null,Venus,Venus,Mars
155225,Earth,Null,Null,Venus,Venus,Null
155222,Earth,Null,Null,Venus,Venus,Venus
152111,Earth,Null,Venus,Earth,Earth,Earth
152114,Earth,Null,Venus,Earth,Earth,Jupiter
152113,Earth,Null,Venus,Earth,Earth,Mars
152115,Earth,Null,Venus,Earth,Earth,Null
152112,Earth,Null,Venus,Earth,Earth,Venus
152141,Earth,Null,Venus,Earth,Jupiter,Earth
152144,Earth,Null,Venus,Earth,Jupiter,Jupiter
152143,Earth,Null,Venus,Earth,Jupiter,Mars
152145,Earth,Null,Venus,Earth,Jupiter,Null
152142,Earth,Null,Venus,Earth,Jupiter,Venus
152131,Earth,Null,Venus,Earth,Mars,Earth
152134,Earth,Null,Venus,Earth,Mars,Jupiter
152133,Earth,Null,Venus,Earth,Mars,Mars
152135,Earth,Null,Venus,Earth,Mars,Null
152132,Earth,Null,Venus,Earth,Mars,Venus
152151,Earth,Null,Venus,Earth,Null,Earth
152154,Earth,Null,Venus,Earth,Null,Jupiter
152153,Earth,Null,Venus,Earth,Null,Mars
152155,Earth,Null,Venus,Earth,Null,Null
152152,Earth,Null,Venus,Earth,Null,Venus
152121,Earth,Null,Venus,Earth,Venus,Earth
152124,Earth,Null,Venus,Earth,Venus,Jupiter
152123,Earth,Null,Venus,Earth,Venus,Mars
152125,Earth,Null,Venus,Earth,Venus,Null
152122,Earth,Null,Venus,Earth,Venus,Venus
152411,Earth,Null,Venus,Jupiter,Earth,Earth
152414,Earth,Null,Venus,Jupiter,Earth,Jupiter
152413,Earth,Null,Venus,Jupiter,Earth,Mars
152415,Earth,Null,Venus,Jupiter,Earth,Null
152412,Earth,Null,Venus,Jupiter,Earth,Venus
152441,Earth,Null,Venus,Jupiter,Jupiter,Earth
152444,Earth,Null,Venus,Jupiter,Jupiter,Jupiter
152443,Earth,Null,Venus,Jupiter,Jupiter,Mars
152445,Earth,Null,Venus,Jupiter,Jupiter,Null
152442,Earth,Null,Venus,Jupiter,Jupiter,Venus
152431,Earth,Null,Venus,Jupiter,Mars,Earth
152434,Earth,Null,Venus,Jupiter,Mars,Jupiter
152433,Earth,Null,Venus,Jupiter,Mars,Mars
152435,Earth,Null,Venus,Jupiter,Mars,Null
152432,Earth,Null,Venus,Jupiter,Mars,Venus
152451,Earth,Null,Venus,Jupiter,Null,Earth
152454,Earth,Null,Venus,Jupiter,Null,Jupiter
152453,Earth,Null,Venus,Jupiter,Null,Mars
152455,Earth,Null,Venus,Jupiter,Null,Null
152452,Earth,Null,Venus,Jupiter,Null,Venus
152421,Earth,Null,Venus,Jupiter,Venus,Earth
152424,Earth,Null,Venus,Jupiter,Venus,Jupiter
152423,Earth,Null,Venus,Jupiter,Venus,Mars
152425,Earth,Null,Venus,Jupiter,Venus,Null
152422,Earth,Null,Venus,Jupiter,Venus,Venus
152311,Earth,Null,Venus,Mars,Earth,Earth
152314,Earth,Null,Venus,Mars,Earth,Jupiter
152313,Earth,Null,Venus,Mars,Earth,Mars
152315,Earth,Null,Venus,Mars,Earth,Null
152312,Earth,Null,Venus,Mars,Earth,Venus
152341,Earth,Null,Venus,Mars,Jupiter,Earth
152344,Earth,Null,Venus,Mars,Jupiter,Jupiter
152343,Earth,Null,Venus,Mars,Jupiter,Mars
152345,Earth,Null,Venus,Mars,Jupiter,Null
152342,Earth,Null,Venus,Mars,Jupiter,Venus
152331,Earth,Null,Venus,Mars,Mars,Earth
152334,Earth,Null,Venus,Mars,Mars,Jupiter
152333,Earth,Null,Venus,Mars,Mars,Mars
152335,Earth,Null,Venus,Mars,Mars,Null
152332,Earth,Null,Venus,Mars,Mars,Venus
152351,Earth,Null,Venus,Mars,Null,Earth
152354,Earth,Null,Venus,Mars,Null,Jupiter
152353,Earth,Null,Venus,Mars,Null,Mars
152355,Earth,Null,Venus,Mars,Null,Null
152352,Earth,Null,Venus,Mars,Null,Venus
152321,Earth,Null,Venus,Mars,Venus,Earth
152324,Earth,Null,Venus,Mars,Venus,Jupiter
152323,Earth,Null,Venus,Mars,Venus,Mars
152325,Earth,Null,Venus,Mars,Venus,Null
152322,Earth,Null,Venus,Mars,Venus,Venus
152511,Earth,Null,Venus,Null,Earth,Earth
152514,Earth,Null,Venus,Null,Earth,Jupiter
152513,Earth,Null,Venus,Null,Earth,Mars
152515,Earth,Null,Venus,Null,Earth,Null
152512,Earth,Null,Venus,Null,Earth,Venus
152541,Earth,Null,Venus,Null,Jupiter,Earth
152544,Earth,Null,Venus,Null,Jupiter,Jupiter
152543,Earth,Null,Venus,Null,Jupiter,Mars
152545,Earth,Null,Venus,Null,Jupiter,Null
152542,Earth,Null,Venus,Null,Jupiter,Venus
152531,Earth,Null,Venus,Null,Mars,Earth
152534,Earth,Null,Venus,Null,Mars,Jupiter
152533,Earth,Null,Venus,Null,Mars,Mars
152535,Earth,Null,Venus,Null,Mars,Null
152532,Earth,Null,Venus,Null,Mars,Venus
152551,Earth,Null,Venus,Null,Null,Earth
152554,Earth,Null,Venus,Null,Null,Jupiter
152553,Earth,Null,Venus,Null,Null,Mars
152555,Earth,Null,Venus,Null,Null,Null
152552,Earth,Null,Venus,Null,Null,Venus
152521,Earth,Null,Venus,Null,Venus,Earth
152524,Earth,Null,Venus,Null,Venus,Jupiter
152523,Earth,Null,Venus,Null,Venus,Mars
152525,Earth,Null,Venus,Null,Venus,Null
152522,Earth,Null,Venus,Null,Venus,Venus
152211,Earth,Null,Venus,Venus,Earth,Earth
152214,Earth,Null,Venus,Venus,Earth,Jupiter
152213,Earth,Null,Venus,Venus,Earth,Mars
152215,Earth,Null,Venus,Venus,Earth,Null
152212,Earth,Null,Venus,Venus,Earth,Venus
152241,Earth,Null,Venus,Venus,Jupiter,Earth
152244,Earth,Null,Venus,Venus,Jupiter,Jupiter
152243,Earth,Null,Venus,Venus,Jupiter,Mars
152245,Earth,Null,Venus,Venus,Jupiter,Null
152242,Earth,Null,Venus,Venus,Jupiter,Venus
152231,Earth,Null,Venus,Venus,Mars,Earth
152234,Earth,Null,Venus,Venus,Mars,Jupiter
152233,Earth,Null,Venus,Venus,Mars,Mars
152235,Earth,Null,Venus,Venus,Mars,Null
