Pattern,X1,X2,X3,X4,X5,X6,X7,
3113424,Mars,Earth,Earth,Mars,None,Venus,None,3113421
3113425,Mars,Earth,Earth,Mars,None,Venus,Jupiter,3113422
3113434,Mars,Earth,Earth,Mars,None,Mars,None,3113431
3113435,Mars,Earth,Earth,Mars,None,Mars,Jupiter,3113432
3113444,Mars,Earth,Earth,Mars,None,None,None,3113441
3113445,Mars,Earth,Earth,Mars,None,None,Jupiter,3113442
3114114,Mars,Earth,Earth,None,Earth,Earth,None,3114111
3114115,Mars,Earth,Earth,None,Earth,Earth,Jupiter,3114112
3114124,Mars,Earth,Earth,None,Earth,Venus,None,3114121
3114125,Mars,Earth,Earth,None,Earth,Venus,Jupiter,3114122
3114134,Mars,Earth,Earth,None,Earth,Mars,None,3114131
3114135,Mars,Earth,Earth,None,Earth,Mars,Jupiter,3114132
3114144,Mars,Earth,Earth,None,Earth,None,None,3114141
3114145,Mars,Earth,Earth,None,Earth,None,Jupiter,3114142
3114214,Mars,Earth,Earth,None,Venus,Earth,None,3114211
3114215,Mars,Earth,Earth,None,Venus,Earth,Jupiter,3114212
3114224,Mars,Earth,Earth,None,Venus,Venus,None,3114221
3114225,Mars,Earth,Earth,None,Venus,Venus,Jupiter,3114222
3114234,Mars,Earth,Earth,None,Venus,Mars,None,3114231
3114235,Mars,Earth,Earth,None,Venus,Mars,Jupiter,3114232
3114244,Mars,Earth,Earth,None,Venus,None,None,3114241
3114245,Mars,Earth,Earth,None,Venus,None,Jupiter,3114242
3114314,Mars,Earth,Earth,None,Mars,Earth,None,3114311
3114315,Mars,Earth,Earth,None,Mars,Earth,Jupiter,3114312
3114324,Mars,Earth,Earth,None,Mars,Venus,None,3114321
3114325,Mars,Earth,Earth,None,Mars,Venus,Jupiter,3114322
3114334,Mars,Earth,Earth,None,Mars,Mars,None,3114331
3114335,Mars,Earth,Earth,None,Mars,Mars,Jupiter,3114332
3114344,Mars,Earth,Earth,None,Mars,None,None,3114341
3114345,Mars,Earth,Earth,None,Mars,None,Jupiter,3114342
3114414,Mars,Earth,Earth,None,None,Earth,None,3114411
3114415,Mars,Earth,Earth,None,None,Earth,Jupiter,3114412
3114424,Mars,Earth,Earth,None,None,Venus,None,3114421
3114425,Mars,Earth,Earth,None,None,Venus,Jupiter,3114422
3114434,Mars,Earth,Earth,None,None,Mars,None,3114431
3114435,Mars,Earth,Earth,None,None,Mars,Jupiter,3114432
3114444,Mars,Earth,Earth,None,None,None,None,3114441
3114445,Mars,Earth,Earth,None,None,None,Jupiter,3114442
3121114,Mars,Earth,Venus,Earth,Earth,Earth,None,3121111
3121115,Mars,Earth,Venus,Earth,Earth,Earth,Jupiter,3121112
3121124,Mars,Earth,Venus,Earth,Earth,Venus,None,3121121
3121125,Mars,Earth,Venus,Earth,Earth,Venus,Jupiter,3121122
3121134,Mars,Earth,Venus,Earth,Earth,Mars,None,3121131
3121135,Mars,Earth,Venus,Earth,Earth,Mars,Jupiter,3121132
3121144,Mars,Earth,Venus,Earth,Earth,None,None,3121141
3121145,Mars,Earth,Venus,Earth,Earth,None,Jupiter,3121142
3121214,Mars,Earth,Venus,Earth,Venus,Earth,None,3121211
3121215,Mars,Earth,Venus,Earth,Venus,Earth,Jupiter,3121212
3121224,Mars,Earth,Venus,Earth,Venus,Venus,None,3121221
3121225,Mars,Earth,Venus,Earth,Venus,Venus,Jupiter,3121222
3121234,Mars,Earth,Venus,Earth,Venus,Mars,None,3121231
3121235,Mars,Earth,Venus,Earth,Venus,Mars,Jupiter,3121232
3121244,Mars,Earth,Venus,Earth,Venus,None,None,3121241
3121245,Mars,Earth,Venus,Earth,Venus,None,Jupiter,3121242
3121314,Mars,Earth,Venus,Earth,Mars,Earth,None,3121311
3121315,Mars,Earth,Venus,Earth,Mars,Earth,Jupiter,3121312
3121324,Mars,Earth,Venus,Earth,Mars,Venus,None,3121321
3121325,Mars,Earth,Venus,Earth,Mars,Venus,Jupiter,3121322
3121334,Mars,Earth,Venus,Earth,Mars,Mars,None,3121331
3121335,Mars,Earth,Venus,Earth,Mars,Mars,Jupiter,3121332
3121344,Mars,Earth,Venus,Earth,Mars,None,None,3121341
3121345,Mars,Earth,Venus,Earth,Mars,None,Jupiter,3121342
3121414,Mars,Earth,Venus,Earth,None,Earth,None,3121411
3121415,Mars,Earth,Venus,Earth,None,Earth,Jupiter,3121412
3121424,Mars,Earth,Venus,Earth,None,Venus,None,3121421
3121425,Mars,Earth,Venus,Earth,None,Venus,Jupiter,3121422
3121434,Mars,Earth,Venus,Earth,None,Mars,None,3121431
3121435,Mars,Earth,Venus,Earth,None,Mars,Jupiter,3121432
3121444,Mars,Earth,Venus,Earth,None,None,None,3121441
3121445,Mars,Earth,Venus,Earth,None,None,Jupiter,3121442
3122114,Mars,Earth,Venus,Venus,Earth,Earth,None,3122111
3122115,Mars,Earth,Venus,Venus,Earth,Earth,Jupiter,3122112
3122124,Mars,Earth,Venus,Venus,Earth,Venus,None,3122121
3122125,Mars,Earth,Venus,Venus,Earth,Venus,Jupiter,3122122
3122134,Mars,Earth,Venus,Venus,Earth,Mars,None,3122131
3122135,Mars,Earth,Venus,Venus,Earth,Mars,Jupiter,3122132
3122144,Mars,Earth,Venus,Venus,Earth,None,None,3122141
3122145,Mars,Earth,Venus,Venus,Earth,None,Jupiter,3122142
3122214,Mars,Earth,Venus,Venus,Venus,Earth,None,3122211
3122215,Mars,Earth,Venus,Venus,Venus,Earth,Jupiter,3122212
3122224,Mars,Earth,Venus,Venus,Venus,Venus,None,3122221
3122225,Mars,Earth,Venus,Venus,Venus,Venus,Jupiter,3122222
3122234,Mars,Earth,Venus,Venus,Venus,Mars,None,3122231
3122235,Mars,Earth,Venus,Venus,Venus,Mars,Jupiter,3122232
3122244,Mars,Earth,Venus,Venus,Venus,None,None,3122241
3122245,Mars,Earth,Venus,Venus,Venus,None,Jupiter,3122242
3122314,Mars,Earth,Venus,Venus,Mars,Earth,None,3122311
3122315,Mars,Earth,Venus,Venus,Mars,Earth,Jupiter,3122312
3122324,Mars,Earth,Venus,Venus,Mars,Venus,None,3122321
3122325,Mars,Earth,Venus,Venus,Mars,Venus,Jupiter,3122322
3122334,Mars,Earth,Venus,Venus,Mars,Mars,None,3122331
3122335,Mars,Earth,Venus,Venus,Mars,Mars,Jupiter,3122332
3122344,Mars,Earth,Venus,Venus,Mars,None,None,3122341
3122345,Mars,Earth,Venus,Venus,Mars,None,Jupiter,3122342
3122414,Mars,Earth,Venus,Venus,None,Earth,None,3122411
3122415,Mars,Earth,Venus,Venus,None,Earth,Jupiter,3122412
3122424,Mars,Earth,Venus,Venus,None,Venus,None,3122421
3122425,Mars,Earth,Venus,Venus,None,Venus,Jupiter,3122422
3122434,Mars,Earth,Venus,Venus,None,Mars,None,3122431
3122435,Mars,Earth,Venus,Venus,None,Mars,Jupiter,3122432
3122444,Mars,Earth,Venus,Venus,None,None,None,3122441
3122445,Mars,Earth,Venus,Venus,None,None,Jupiter,3122442
3123114,Mars,Earth,Venus,Mars,Earth,Earth,None,3123111
3123115,Mars,Earth,Venus,Mars,Earth,Earth,Jupiter,3123112
3123124,Mars,Earth,Venus,Mars,Earth,Venus,None,3123121
3123125,Mars,Earth,Venus,Mars,Earth,Venus,Jupiter,3123122
3123134,Mars,Earth,Venus,Mars,Earth,Mars,None,3123131
3123135,Mars,Earth,Venus,Mars,Earth,Mars,Jupiter,3123132
3123144,Mars,Earth,Venus,Mars,Earth,None,None,3123141
3123145,Mars,Earth,Venus,Mars,Earth,None,Jupiter,3123142
3123214,Mars,Earth,Venus,Mars,Venus,Earth,None,3123211
3123215,Mars,Earth,Venus,Mars,Venus,Earth,Jupiter,3123212
3123224,Mars,Earth,Venus,Mars,Venus,Venus,None,3123221
3123225,Mars,Earth,Venus,Mars,Venus,Venus,Jupiter,3123222
3123234,Mars,Earth,Venus,Mars,Venus,Mars,None,3123231
3123235,Mars,Earth,Venus,Mars,Venus,Mars,Jupiter,3123232
3123244,Mars,Earth,Venus,Mars,Venus,None,None,3123241
3123245,Mars,Earth,Venus,Mars,Venus,None,Jupiter,3123242
3123314,Mars,Earth,Venus,Mars,Mars,Earth,None,3123311
3123315,Mars,Earth,Venus,Mars,Mars,Earth,Jupiter,3123312
3123324,Mars,Earth,Venus,Mars,Mars,Venus,None,3123321
3123325,Mars,Earth,Venus,Mars,Mars,Venus,Jupiter,3123322
3123334,Mars,Earth,Venus,Mars,Mars,Mars,None,3123331
3123335,Mars,Earth,Venus,Mars,Mars,Mars,Jupiter,3123332
3123344,Mars,Earth,Venus,Mars,Mars,None,None,3123341
3123345,Mars,Earth,Venus,Mars,Mars,None,Jupiter,3123342
3123414,Mars,Earth,Venus,Mars,None,Earth,None,3123411
3123415,Mars,Earth,Venus,Mars,None,Earth,Jupiter,3123412
3123424,Mars,Earth,Venus,Mars,None,Venus,None,3123421
3123425,Mars,Earth,Venus,Mars,None,Venus,Jupiter,3123422
3123434,Mars,Earth,Venus,Mars,None,Mars,None,3123431
3123435,Mars,Earth,Venus,Mars,None,Mars,Jupiter,3123432
3123444,Mars,Earth,Venus,Mars,None,None,None,3123441
3123445,Mars,Earth,Venus,Mars,None,None,Jupiter,3123442
3124114,Mars,Earth,Venus,None,Earth,Earth,None,3124111
3124115,Mars,Earth,Venus,None,Earth,Earth,Jupiter,3124112
3124124,Mars,Earth,Venus,None,Earth,Venus,None,3124121
3124125,Mars,Earth,Venus,None,Earth,Venus,Jupiter,3124122
3124134,Mars,Earth,Venus,None,Earth,Mars,None,3124131
3124135,Mars,Earth,Venus,None,Earth,Mars,Jupiter,3124132
3124144,Mars,Earth,Venus,None,Earth,None,None,3124141
3124145,Mars,Earth,Venus,None,Earth,None,Jupiter,3124142
3124214,Mars,Earth,Venus,None,Venus,Earth,None,3124211
3124215,Mars,Earth,Venus,None,Venus,Earth,Jupiter,3124212
3124224,Mars,Earth,Venus,None,Venus,Venus,None,3124221
3124225,Mars,Earth,Venus,None,Venus,Venus,Jupiter,3124222
3124234,Mars,Earth,Venus,None,Venus,Mars,None,3124231
3124235,Mars,Earth,Venus,None,Venus,Mars,Jupiter,3124232
3124244,Mars,Earth,Venus,None,Venus,None,None,3124241
3124245,Mars,Earth,Venus,None,Venus,None,Jupiter,3124242
3124314,Mars,Earth,Venus,None,Mars,Earth,None,3124311
3124315,Mars,Earth,Venus,None,Mars,Earth,Jupiter,3124312
3124324,Mars,Earth,Venus,None,Mars,Venus,None,3124321
3124325,Mars,Earth,Venus,None,Mars,Venus,Jupiter,3124322
3124334,Mars,Earth,Venus,None,Mars,Mars,None,3124331
3124335,Mars,Earth,Venus,None,Mars,Mars,Jupiter,3124332
3124344,Mars,Earth,Venus,None,Mars,None,None,3124341
3124345,Mars,Earth,Venus,None,Mars,None,Jupiter,3124342
3124414,Mars,Earth,Venus,None,None,Earth,None,3124411
3124415,Mars,Earth,Venus,None,None,Earth,Jupiter,3124412
3124424,Mars,Earth,Venus,None,None,Venus,None,3124421
3124425,Mars,Earth,Venus,None,None,Venus,Jupiter,3124422
3124434,Mars,Earth,Venus,None,None,Mars,None,3124431
3124435,Mars,Earth,Venus,None,None,Mars,Jupiter,3124432
3124444,Mars,Earth,Venus,None,None,None,None,3124441
3124445,Mars,Earth,Venus,None,None,None,Jupiter,3124442
3131114,Mars,Earth,Mars,Earth,Earth,Earth,None,3131111
3131115,Mars,Earth,Mars,Earth,Earth,Earth,Jupiter,3131112
3131124,Mars,Earth,Mars,Earth,Earth,Venus,None,3131121
3131125,Mars,Earth,Mars,Earth,Earth,Venus,Jupiter,3131122
3131134,Mars,Earth,Mars,Earth,Earth,Mars,None,3131131
3131135,Mars,Earth,Mars,Earth,Earth,Mars,Jupiter,3131132
3131144,Mars,Earth,Mars,Earth,Earth,None,None,3131141
3131145,Mars,Earth,Mars,Earth,Earth,None,Jupiter,3131142
3131214,Mars,Earth,Mars,Earth,Venus,Earth,None,3131211
3131215,Mars,Earth,Mars,Earth,Venus,Earth,Jupiter,3131212
3131224,Mars,Earth,Mars,Earth,Venus,Venus,None,3131221
3131225,Mars,Earth,Mars,Earth,Venus,Venus,Jupiter,3131222
3131234,Mars,Earth,Mars,Earth,Venus,Mars,None,3131231
3131235,Mars,Earth,Mars,Earth,Venus,Mars,Jupiter,3131232
3131244,Mars,Earth,Mars,Earth,Venus,None,None,3131241
3131245,Mars,Earth,Mars,Earth,Venus,None,Jupiter,3131242
3131314,Mars,Earth,Mars,Earth,Mars,Earth,None,3131311
3131315,Mars,Earth,Mars,Earth,Mars,Earth,Jupiter,3131312
3131324,Mars,Earth,Mars,Earth,Mars,Venus,None,3131321
3131325,Mars,Earth,Mars,Earth,Mars,Venus,Jupiter,3131322
3131334,Mars,Earth,Mars,Earth,Mars,Mars,None,3131331
3131335,Mars,Earth,Mars,Earth,Mars,Mars,Jupiter,3131332
3131344,Mars,Earth,Mars,Earth,Mars,None,None,3131341
3131345,Mars,Earth,Mars,Earth,Mars,None,Jupiter,3131342
3131414,Mars,Earth,Mars,Earth,None,Earth,None,3131411
3131415,Mars,Earth,Mars,Earth,None,Earth,Jupiter,3131412
3131424,Mars,Earth,Mars,Earth,None,Venus,None,3131421
3131425,Mars,Earth,Mars,Earth,None,Venus,Jupiter,3131422
3131434,Mars,Earth,Mars,Earth,None,Mars,None,3131431
3131435,Mars,Earth,Mars,Earth,None,Mars,Jupiter,3131432
3131444,Mars,Earth,Mars,Earth,None,None,None,3131441
3131445,Mars,Earth,Mars,Earth,None,None,Jupiter,3131442
3132114,Mars,Earth,Mars,Venus,Earth,Earth,None,3132111
3132115,Mars,Earth,Mars,Venus,Earth,Earth,Jupiter,3132112
3132124,Mars,Earth,Mars,Venus,Earth,Venus,None,3132121
3132125,Mars,Earth,Mars,Venus,Earth,Venus,Jupiter,3132122
3132134,Mars,Earth,Mars,Venus,Earth,Mars,None,3132131
3132135,Mars,Earth,Mars,Venus,Earth,Mars,Jupiter,3132132
3132144,Mars,Earth,Mars,Venus,Earth,None,None,3132141
3132145,Mars,Earth,Mars,Venus,Earth,None,Jupiter,3132142
3132214,Mars,Earth,Mars,Venus,Venus,Earth,None,3132211
3132215,Mars,Earth,Mars,Venus,Venus,Earth,Jupiter,3132212
3132224,Mars,Earth,Mars,Venus,Venus,Venus,None,3132221
3132225,Mars,Earth,Mars,Venus,Venus,Venus,Jupiter,3132222
3132234,Mars,Earth,Mars,Venus,Venus,Mars,None,3132231
3132235,Mars,Earth,Mars,Venus,Venus,Mars,Jupiter,3132232
3132244,Mars,Earth,Mars,Venus,Venus,None,None,3132241
3132245,Mars,Earth,Mars,Venus,Venus,None,Jupiter,3132242
3132314,Mars,Earth,Mars,Venus,Mars,Earth,None,3132311
3132315,Mars,Earth,Mars,Venus,Mars,Earth,Jupiter,3132312
3132324,Mars,Earth,Mars,Venus,Mars,Venus,None,3132321
3132325,Mars,Earth,Mars,Venus,Mars,Venus,Jupiter,3132322
3132334,Mars,Earth,Mars,Venus,Mars,Mars,None,3132331
3132335,Mars,Earth,Mars,Venus,Mars,Mars,Jupiter,3132332
3132344,Mars,Earth,Mars,Venus,Mars,None,None,3132341
3132345,Mars,Earth,Mars,Venus,Mars,None,Jupiter,3132342
3132414,Mars,Earth,Mars,Venus,None,Earth,None,3132411
3132415,Mars,Earth,Mars,Venus,None,Earth,Jupiter,3132412
3132424,Mars,Earth,Mars,Venus,None,Venus,None,3132421
3132425,Mars,Earth,Mars,Venus,None,Venus,Jupiter,3132422
3132434,Mars,Earth,Mars,Venus,None,Mars,None,3132431
3132435,Mars,Earth,Mars,Venus,None,Mars,Jupiter,3132432
3132444,Mars,Earth,Mars,Venus,None,None,None,3132441
3132445,Mars,Earth,Mars,Venus,None,None,Jupiter,3132442
3133114,Mars,Earth,Mars,Mars,Earth,Earth,None,3133111
3133115,Mars,Earth,Mars,Mars,Earth,Earth,Jupiter,3133112
3133124,Mars,Earth,Mars,Mars,Earth,Venus,None,3133121
3133125,Mars,Earth,Mars,Mars,Earth,Venus,Jupiter,3133122
3133134,Mars,Earth,Mars,Mars,Earth,Mars,None,3133131
3133135,Mars,Earth,Mars,Mars,Earth,Mars,Jupiter,3133132
3133144,Mars,Earth,Mars,Mars,Earth,None,None,3133141
3133145,Mars,Earth,Mars,Mars,Earth,None,Jupiter,3133142
3133214,Mars,Earth,Mars,Mars,Venus,Earth,None,3133211
3133215,Mars,Earth,Mars,Mars,Venus,Earth,Jupiter,3133212
3133224,Mars,Earth,Mars,Mars,Venus,Venus,None,3133221
3133225,Mars,Earth,Mars,Mars,Venus,Venus,Jupiter,3133222
3133234,Mars,Earth,Mars,Mars,Venus,Mars,None,3133231
3133235,Mars,Earth,Mars,Mars,Venus,Mars,Jupiter,3133232
3133244,Mars,Earth,Mars,Mars,Venus,None,None,3133241
3133245,Mars,Earth,Mars,Mars,Venus,None,Jupiter,3133242
3133314,Mars,Earth,Mars,Mars,Mars,Earth,None,3133311
3133315,Mars,Earth,Mars,Mars,Mars,Earth,Jupiter,3133312
3133324,Mars,Earth,Mars,Mars,Mars,Venus,None,3133321
3133325,Mars,Earth,Mars,Mars,Mars,Venus,Jupiter,3133322
3133334,Mars,Earth,Mars,Mars,Mars,Mars,None,3133331
3133335,Mars,Earth,Mars,Mars,Mars,Mars,Jupiter,3133332
3133344,Mars,Earth,Mars,Mars,Mars,None,None,3133341
3133345,Mars,Earth,Mars,Mars,Mars,None,Jupiter,3133342
3133414,Mars,Earth,Mars,Mars,None,Earth,None,3133411
3133415,Mars,Earth,Mars,Mars,None,Earth,Jupiter,3133412
3133424,Mars,Earth,Mars,Mars,None,Venus,None,3133421
3133425,Mars,Earth,Mars,Mars,None,Venus,Jupiter,3133422
3133434,Mars,Earth,Mars,Mars,None,Mars,None,3133431
3133435,Mars,Earth,Mars,Mars,None,Mars,Jupiter,3133432
3133444,Mars,Earth,Mars,Mars,None,None,None,3133441
3133445,Mars,Earth,Mars,Mars,None,None,Jupiter,3133442
3134114,Mars,Earth,Mars,None,Earth,Earth,None,3134111
3134115,Mars,Earth,Mars,None,Earth,Earth,Jupiter,3134112
3134124,Mars,Earth,Mars,None,Earth,Venus,None,3134121
3134125,Mars,Earth,Mars,None,Earth,Venus,Jupiter,3134122
3134134,Mars,Earth,Mars,None,Earth,Mars,None,3134131
3134135,Mars,Earth,Mars,None,Earth,Mars,Jupiter,3134132
3134144,Mars,Earth,Mars,None,Earth,None,None,3134141
3134145,Mars,Earth,Mars,None,Earth,None,Jupiter,3134142
3134214,Mars,Earth,Mars,None,Venus,Earth,None,3134211
3134215,Mars,Earth,Mars,None,Venus,Earth,Jupiter,3134212
3134224,Mars,Earth,Mars,None,Venus,Venus,None,3134221
3134225,Mars,Earth,Mars,None,Venus,Venus,Jupiter,3134222
3134234,Mars,Earth,Mars,None,Venus,Mars,None,3134231
3134235,Mars,Earth,Mars,None,Venus,Mars,Jupiter,3134232
3134244,Mars,Earth,Mars,None,Venus,None,None,3134241
3134245,Mars,Earth,Mars,None,Venus,None,Jupiter,3134242
3134314,Mars,Earth,Mars,None,Mars,Earth,None,3134311
3134315,Mars,Earth,Mars,None,Mars,Earth,Jupiter,3134312
3134324,Mars,Earth,Mars,None,Mars,Venus,None,3134321
3134325,Mars,Earth,Mars,None,Mars,Venus,Jupiter,3134322
3134334,Mars,Earth,Mars,None,Mars,Mars,None,3134331
3134335,Mars,Earth,Mars,None,Mars,Mars,Jupiter,3134332
3134344,Mars,Earth,Mars,None,Mars,None,None,3134341
3134345,Mars,Earth,Mars,None,Mars,None,Jupiter,3134342
3134414,Mars,Earth,Mars,None,None,Earth,None,3134411
3134415,Mars,Earth,Mars,None,None,Earth,Jupiter,3134412
3134424,Mars,Earth,Mars,None,None,Venus,None,3134421
3134425,Mars,Earth,Mars,None,None,Venus,Jupiter,3134422
3134434,Mars,Earth,Mars,None,None,Mars,None,3134431
3134435,Mars,Earth,Mars,None,None,Mars,Jupiter,3134432
3134444,Mars,Earth,Mars,None,None,None,None,3134441
3134445,Mars,Earth,Mars,None,None,None,Jupiter,3134442
3141114,Mars,Earth,None,Earth,Earth,Earth,None,3141111
3141115,Mars,Earth,None,Earth,Earth,Earth,Jupiter,3141112
3141124,Mars,Earth,None,Earth,Earth,Venus,None,3141121
3141125,Mars,Earth,None,Earth,Earth,Venus,Jupiter,3141122
3141134,Mars,Earth,None,Earth,Earth,Mars,None,3141131
3141135,Mars,Earth,None,Earth,Earth,Mars,Jupiter,3141132
3141144,Mars,Earth,None,Earth,Earth,None,None,3141141
3141145,Mars,Earth,None,Earth,Earth,None,Jupiter,3141142
3141214,Mars,Earth,None,Earth,Venus,Earth,None,3141211
3141215,Mars,Earth,None,Earth,Venus,Earth,Jupiter,3141212
3141224,Mars,Earth,None,Earth,Venus,Venus,None,3141221
3141225,Mars,Earth,None,Earth,Venus,Venus,Jupiter,3141222
3141234,Mars,Earth,None,Earth,Venus,Mars,None,3141231
3141235,Mars,Earth,None,Earth,Venus,Mars,Jupiter,3141232
3141244,Mars,Earth,None,Earth,Venus,None,None,3141241
3141245,Mars,Earth,None,Earth,Venus,None,Jupiter,3141242
3141314,Mars,Earth,None,Earth,Mars,Earth,None,3141311
3141315,Mars,Earth,None,Earth,Mars,Earth,Jupiter,3141312
3141324,Mars,Earth,None,Earth,Mars,Venus,None,3141321
