case_no,sequence,total_DV,DV_inter,DV_plan,t_depart,t_arrive,tof,t_inter,t_plan,champ_inter,champ_plan
15,EVMVMEVJS,11562.530899681018,7760.638890586856,3801.892009094162,2031-Feb-23 01:35:23.311784,2042-Feb-26 14:35:56.359742,4021.5420491661857,3649.12330863735,372.41874052883594,"[11376.066242034536, 0.11701560598339315, 0.04055338638124174, 0.17449152049023822, 0.05328676332794813, 0.12789992536383432, 0.1849497768438828, 0.49174294266491964, 0.9989958330551861]","[1.65, 0.4523635428449147, 372.41874052883594]"
16,EVMVMEMS,11725.034766409783,9185.202263588966,2539.8325028208164,2032-May-12 03:12:04.433845,2043-Jun-19 20:47:40.140545,4055.7330521608833,3648.416828261906,407.3162238989771,"[11820.13338465098, 0.17402792148048013, 0.046065993736191406, 0.19343287080019958, 0.06970543021996864, 0.21016294710873282, 0.07807068875338735, 0.9989924761503565]","[1.7720144572323218, 0.48526475826550985, 407.3162238989771]"
17,EVMVMEMJS,8700.404743098032,5813.992074959047,2886.4126681389844,2032-May-12 13:32:47.196026,2043-Jul-21 20:11:14.609238,4087.276706171439,3649.0493798750326,438.22732629640615,"[11820.56443513919, 0.17392473893220423, 0.04594402183536951, 0.193857827949666, 0.0672785455101665, 0.2040929159216508, 0.06356353911264236, 0.4116869568276271, 0.998997676537716]","[1.85, 0.4601116924039065, 438.22732629640615]"
18,EVMVMES,9379.770348641698,5830.94897125241,3548.8213773892876,2031-Jan-31 11:15:09.112275,2042-Feb-26 12:42:50.107822,4044.060891152166,3648.867046306708,395.1938448454579,"[11353.468855466146, 0.12284398705054551, 0.04103139153944324, 0.17724585156188208, 0.33257952579914796, 0.3280102326541239, 0.9989999866600627]","[1.711586954264822, 0.44018759677313934, 395.1938448454579]"
19,EVMVMEJS,9086.108698400172,4290.103239003401,4796.005459396772,2031-Feb-17 16:03:58.483231,2042-Mar-30 16:32:57.772405,4059.0201306617364,3649.29800859003,409.7221220717067,"[11370.669426889248, 0.11824218892901131, 0.06144180253251718, 0.08049570090182478, 0.20602531762285148, 0.4507305308617999, 0.47059459539642595, 0.9989053024099207]","[1.65, 0.3026158444878167, 409.7221220717067]"
20,EVMVMVES,12218.522868710625,9484.167140016983,2734.355728693641,2031-Jan-20 23:48:09.911940,2042-Feb-26 11:24:02.137018,4054.483243345816,3642.7870364020973,411.6962069437187,"[11342.991781388193, 0.12666142200640051, 0.038700697718262365, 0.1831993363503433, 0.07294564652445504, 0.12141159226841569, 0.2710374982454266, 0.9951463588139878]","[1.7796713605989258, 0.4707617899233175, 411.6962069437187]"
21,EVMVMVEJS,9293.764416720052,4539.700932137524,4754.063484582528,2031-Jan-27 19:09:21.289295,2042-Mar-14 19:27:28.707153,4064.0125858548363,3649.3363817006934,414.67620415414285,"[11349.798163070547, 0.12391385094523726, 0.0630789700926758, 0.08031992167303628, 0.209919757148144, 0.06724519523033685, 0.359512527556309, 0.4910174730232451, 0.9989974946509115]","[1.65, 0.2897837099746363, 414.67620415414285]"
22,EVMVMVVS,11043.802525174728,8084.731372264327,2959.071152910401,2031-Jan-27 03:46:16.138310,2042-Mar-14 12:13:28.416158,4064.3522254380514,3648.6333383495535,415.71888708849787,"[11349.157131230439, 0.12338860228126707, 0.04181840400667058, 0.17878187953072883, 0.07455246511999315, 0.08501219618219154, 0.35900604370246775, 0.9989999225406644]","[1.7871944210996114, 0.4650776975095564, 415.71888708849787]"
23,EVMVMVVJS,10935.015255570983,7493.297654865101,3441.7176007058815,2032-Mar-06 00:28:33.109030,2043-Feb-28 05:00:04.197690,4011.188554266895,3646.6737857926432,364.51476847425204,"[11753.019827650814, 0.19746540316172567, 0.07067534292220962, 0.07106067229215968, 0.22180095983681974, 0.05754060722904061, 0.27930955914717454, 0.44667548884847136, 0.9955026491657166]","[1.65, 0.4887783113924861, 364.51476847425204]"
24,EVMVMVMS,11990.663716100547,9434.157847661969,2556.5058684385785,2030-Jun-21 02:53:47.286095,2041-Jul-18 06:19:47.710887,4045.1430604721277,3647.064034709513,398.0790257626144,"[11129.12068618166, 0.1826362369333364, 0.04560106024531176, 0.18785205349052236, 0.05584094206479832, 0.239286357615596, 0.07432945839477287, 0.9980903456691546]","[1.7420005667255398, 0.47217211727283487, 398.0790257626144]"
25,EVMVMVMJS,8578.18444710488,5665.046914227358,2913.137532877523,2032-May-11 02:03:19.905388,2043-Jul-05 20:31:21.044420,4072.7694576276795,3648.9363468123825,423.8331108152971,"[11819.085647053103, 0.1742354796841408, 0.04649326898293055, 0.18684148996217237, 0.05434258956412707, 0.2363041344304889, 0.07147897145072826, 0.4067866156166021, 0.9988558182059005]","[1.8114238269164589, 0.4645670316497301, 423.8331108152971]"
26,EVMVMVS,8424.856716266955,5629.556418428594,2795.300297838361,2030-Jan-10 11:49:39.633811,2041-Feb-24 17:17:26.816903,4063.2276294339317,3648.4425271306163,414.7851023033156,"[10967.492819835777, 0.04558235640825024, 0.22230069410398764, 0.20960686792549318, 0.055922725710801605, 0.28056408844662084, 0.9989291352046645]","[1.790537555942341, 0.48329760903740604, 414.7851023033156]"
27,EVMVMVJS,8465.166747510371,5233.394032900792,3231.7727146095795,2032-May-14 06:14:28.793047,2043-May-03 03:26:01.602200,4005.883018624454,3636.4882179625893,369.3948006618647,"[11822.260055475079, 0.17333072187095488, 0.04663046286001898, 0.1897317901698118, 0.09831446597160387, 0.3324666619185185, 0.4343563218576646, 0.9829734406190482]","[1.65, 0.46685232861866854, 369.3948006618647]"
28,EVMVMMES,15426.834463808405,11209.268614350593,4217.565849457813,2030-Sep-05 01:43:58.049906,2041-Oct-06 04:47:32.510104,4049.127482178218,3648.954638336174,400.17284384204436,"[11205.072199651688, 0.23668924595367358, 0.07483257822147792, 0.21201617586814125, 0.07147960137670321, 0.34837734332020803, 0.15102471124083605, 0.9989980362364004]","[1.691738992397965, 0.3849535137372922, 400.17284384204436]"
29,EVMVMMEJS,16512.457477244967,13372.900109178281,3139.5573680666857,2032-Aug-03 20:23:36.138995,2043-Aug-22 18:58:55.139707,4035.9411921378764,3649.1955774303838,386.74561470749256,"[11903.849723830954, 0.05856119134569528, 0.029491202690078717, 0.17635093580681932, 0.047672061810602566, 0.2720299815902405, 0.25416294018043883, 0.44346364073996397, 0.9989822992855758]","[1.6975017892295712, 0.4590677356433706, 386.74561470749256]"
30,EVMVMMVS,17677.945406724182,12368.889878306785,5309.055528417397,2032-Apr-05 21:42:59.452763,2043-Jun-04 07:38:37.946526,4076.4136399741137,3649.0790112548602,427.3346287192536,"[11783.904854777345, 0.19726647011112608, 0.14571534873958128, 0.17008925107951353, 0.12665330495026964, 0.34052860791660944, 0.2314533083851683, 0.9989983795967295]","[1.65, 0.26146232861772384, 427.3346287192536]"
31,EVMVMMVJS,14189.628157664934,8480.50213878318,5709.126018881754,2030-Jun-22 22:16:20.390291,2041-Jul-18 10:42:46.057309,4043.5183526275305,3649.2009039887507,394.3174486387795,"[11130.928013776514, 0.18102358021886852, 0.04645251565389009, 0.18819828677512274, 0.056076146236789914, 0.39096430660140713, 0.10433142283011891, 0.4560862199750334, 0.9987669368881729]","[1.65, 0.3515420141182347, 394.3174486387795]"
