t_depart [mjd2000],t_arrive [mjd2000],DV [km/s],champ_inter,champ_plan
12118.171737204262,16322.39645587786,2.703172452193905,"[1.21181717e+04 3.78844828e+03 8.05987030e-01 4.27147436e-01
 3.45829959e-01 3.61737265e-01 1.94018027e-01]",[  1.80162572   0.49232939 415.77644281]
12118.171737204262,16354.26103230325,2.306259996329641,"[1.21181717e+04 3.81362069e+03 7.49206993e-01 3.16542688e-01
 2.39410627e-01 2.54666600e-01 1.04286019e-01]",[  1.82163048   0.49260401 422.46860544]
12118.171737204262,16386.121377004336,2.5516403216774552,"[1.21181717e+04 3.83879310e+03 8.40188917e-01 5.00307243e-01
 4.23540101e-01 4.39185605e-01 2.50339508e-01]",[  1.84152588   0.49317669 429.15653635]
12118.171737204262,16402.14200312915,2.828710763776992,"[1.21181717e+04 3.86396552e+03 8.24220602e-01 4.64259475e-01
 3.84847938e-01 4.07424535e-01 2.05215015e-01]",[  1.81513333   0.49370484 420.00474868]
12118.171737204262,16449.99278358717,2.4114306560336187,"[1.21181717e+04 3.88913793e+03 7.97039666e-01 4.06276355e-01
 3.25700646e-01 3.38422490e-01 1.55679127e-01]",[1.85000000e+00 4.38917542e-01 4.42683115e+02]
12118.171737204262,16466.005035926024,2.50017606345254,"[1.21181717e+04 3.91431034e+03 8.18367737e-01 4.46762453e-01
 3.69161541e-01 3.79229723e-01 1.85398743e-01]",[  1.85         0.47193399 433.52295389]
12118.171737204262,16449.974073365018,2.480957825346536,"[1.21181717e+04 3.93948276e+03 8.18360908e-01 4.48774503e-01
 3.69712390e-01 3.77714215e-01 1.81593826e-01]",[  1.73021241   0.47200904 392.31957754]
12118.171737204262,16513.799908893616,2.8197057378583748,"[1.21181717e+04 3.96465517e+03 7.25697194e-01 2.83046186e-01
 2.08430327e-01 2.09872743e-01 6.73087349e-02]",[  1.84481568   0.47272591 430.97299928]
12118.171737204262,16545.71408813832,2.6256331604465424,"[1.21181717e+04 3.98982759e+03 7.57257183e-01 3.26469652e-01
 2.50587741e-01 2.58053563e-01 8.51224747e-02]",[  1.85         0.46007863 437.71476473]
12118.171737204262,16513.678866672766,2.5593353776654797,"[1.21181717e+04 4.01500000e+03 8.36186548e-01 4.87209203e-01
 4.10412096e-01 4.13527564e-01 2.02409211e-01]",[  1.69781196   0.49202517 380.50712947]
12124.378633755987,15780.315991165418,3.549958286118261,"[1.21243786e+04 3.28500000e+03 8.32581747e-01 4.70088442e-01
 3.89578821e-01 4.50481007e-01 3.65434203e-01]",[  1.65264381   0.46409842 370.93735741]
12124.378633755987,15843.995527715853,3.3350663387135873,"[1.21243786e+04 3.31017241e+03 8.01934770e-01 3.97401295e-01
 3.17911239e-01 3.74665975e-01 2.85125306e-01]",[  1.76819025   0.46298641 409.44448017]
12124.378633755987,15844.075519629598,3.2724838793218973,"[1.21243786e+04 3.33534483e+03 6.87957619e-01 2.10638012e-01
 1.43745984e-01 1.89038067e-01 1.14903543e-01]",[  1.69530074   0.46647009 384.35205829]
12124.378633755987,15859.977826608949,3.40009594562352,"[1.21243786e+04 3.36051724e+03 8.30722299e-01 4.60806363e-01
 3.80128246e-01 4.33877239e-01 3.33062115e-01]",[  1.66829575   0.46746082 375.08195147]
12124.378633755987,15939.697380704336,3.2398251989744193,"[1.21243786e+04 3.38568966e+03 8.16504497e-01 4.32273184e-01
 3.52911779e-01 4.02205330e-01 2.97482573e-01]",[  1.83035799   0.46673237 429.62909178]
12124.378633755987,15907.817452858852,3.2007079056167997,"[1.21243786e+04 3.41086207e+03 7.60894797e-01 3.22669814e-01
 2.44744491e-01 2.91732599e-01 1.86876164e-01]",[  1.66519632   0.4833809  372.57675014]
12124.378633755987,15955.560036691033,3.349695297037169,"[1.21243786e+04 3.43603448e+03 7.26410119e-01 2.63774384e-01
 1.92470175e-01 2.28120495e-01 1.35161734e-01]",[  1.73370231   0.48358888 395.14692018]
12124.378633755987,15971.662006966268,3.098059081696685,"[1.21243786e+04 3.46120690e+03 9.17455738e-01 6.99548271e-01
 6.41513832e-01 6.72975083e-01 5.76870035e-01]",[  1.70477652   0.47114838 386.07647666]
12124.378633755987,15971.497876343878,3.4339012500743653,"[1.21243786e+04 3.48637931e+03 8.42951023e-01 4.93023322e-01
 4.15458283e-01 4.44057494e-01 3.38898618e-01]",[  1.65         0.4932207  360.73993224]
12124.378633755987,16083.337620138622,2.7872472451135644,"[1.21243786e+04 3.51155172e+03 8.18399924e-01 4.35158491e-01
 3.55420870e-01 3.92142910e-01 2.65439367e-01]",[1.85000000e+00 4.17467300e-01 4.47407262e+02]
12124.378633755987,16067.242759619703,2.894586817143447,"[1.21243786e+04 3.53672414e+03 7.88579907e-01 3.73873440e-01
 2.94452196e-01 3.26515646e-01 2.03335320e-01]",[  1.76904796   0.48743252 406.13998793]
12124.378633755987,16099.144863393482,2.970179289893009,"[1.21243786e+04 3.56189655e+03 7.92941334e-01 3.80806996e-01
 3.00642782e-01 3.31453009e-01 2.02469201e-01]",[  1.78638288   0.47047608 412.86967791]
12124.378633755987,16131.122666508818,3.225136656904085,"[1.21243786e+04 3.58706897e+03 8.15304002e-01 4.29996148e-01
 3.52634929e-01 3.79790813e-01 2.40164644e-01]",[  1.80723037   0.47228875 419.67506724]
12124.378633755987,16115.073146931652,3.1745433015532343,"[1.21243786e+04 3.61224138e+03 7.58383003e-01 3.21837450e-01
 2.43312204e-01 2.75757029e-01 1.39578478e-01]",[  1.68462915   0.47098614 378.45313387]
12124.378633755987,16194.905694812092,2.978792999871833,"[1.21243786e+04 3.63741379e+03 8.24808696e-01 4.54069346e-01
 3.75232224e-01 4.02312036e-01 2.52134396e-01]",[  1.84730369   0.47263957 433.11326795]
12124.378633755987,16210.780607483952,2.9712606592798148,"[1.21243786e+04 3.66258621e+03 7.26307405e-01 5.57374304e-01
 1.16198100e-01 2.43400650e-01 1.13352327e-01]",[  1.82040808   0.47139704 423.81576683]
12124.378633755987,16194.802515404608,2.8132625886057556,"[1.21243786e+04 3.68775862e+03 7.69357160e-01 3.36645675e-01
 2.58683778e-01 2.78571759e-01 1.39759069e-01]",[  1.70125856   0.48913183 382.66526096]
12124.378633755987,16258.608386419037,2.8038775388548856,"[1.21243786e+04 3.71293103e+03 8.38414480e-01 4.79076282e-01
 4.01189226e-01 4.21280336e-01 2.58074230e-01]",[  1.81703582   0.49166045 421.29871818]
12124.378633755987,16258.60009211489,3.0963450750463832,"[1.21243786e+04 3.73810345e+03 8.25268813e-01 4.55211680e-01
 3.77879252e-01 3.95476891e-01 2.29771892e-01]",[  1.73954069   0.47136418 396.11801008]
12124.378633755987,16290.593503613154,3.122112610256222,"[1.21243786e+04 3.76327586e+03 7.94458332e-01 3.87262202e-01
 3.07260873e-01 3.20673547e-01 1.64930734e-01]",[  1.76047037   0.47330416 402.93900779]
12124.378633755987,16306.372251600655,2.7919890728335237,"[1.21243786e+04 3.78844828e+03 7.87126278e-01 3.72165426e-01
 2.91385134e-01 3.08969638e-01 1.46331601e-01]",[  1.73538513   0.49070918 393.54534198]
12124.378633755987,16338.41498684971,2.9546549926355823,"[1.21243786e+04 3.81362069e+03 7.59611146e-01 3.17537316e-01
 2.41126427e-01 2.49570708e-01 1.06533009e-01]",[  1.75342136   0.47290732 400.41566344]
12124.378633755987,16338.369392892833,2.7702369753493734,"[1.21243786e+04 3.83879310e+03 7.96916346e-01 3.87965050e-01
 3.07883454e-01 3.20732436e-01 1.49601687e-01]",[  1.67760873   0.47232627 375.19765569]
12124.378633755987,16402.147972056893,2.830439186027289,"[1.21243786e+04 3.86396552e+03 7.68415941e-01 3.39485675e-01
 2.62041255e-01 2.76771862e-01 1.09760367e-01]",[  1.793637     0.47192356 413.80382106]
12124.378633755987,16466.110766148806,2.6817346991791537,"[1.21243786e+04 3.88913793e+03 8.13436947e-01 4.26587595e-01
 3.46527184e-01 3.55363696e-01 1.72327186e-01]",[1.85000000e+00 3.94841693e-01 4.52594201e+02]
12124.378633755987,16418.059625189842,2.701978768388574,"[1.21243786e+04 3.91431034e+03 7.99447579e-01 3.95531237e-01
 3.16717031e-01 3.30401160e-01 1.40262351e-01]",[  1.69091196   0.47155949 379.37064661]
12124.378633755987,16434.049041227965,2.597411332039895,"[1.21243786e+04 3.93948276e+03 7.79296492e-01 3.54655001e-01
 2.76652229e-01 2.85652727e-01 1.08924610e-01]",[  1.66587856   0.49167226 370.18764885]
12124.378633755987,16465.912082187526,2.9351663139474775,"[1.21243786e+04 3.96465517e+03 8.59321771e-01 5.36470117e-01
 4.59568059e-01 4.77029321e-01 2.53762298e-01]",[  1.68374189   0.47163274 376.87827602]
