t_depart [mjd2000],t_arrive [mjd2000],DV [km/s],champ_inter,champ_plan
11364.047202944641,14903.302134208376,8.875441986820398,"[1.13640472e+04 3.11111111e+03 6.16057808e-01 7.72193383e-01
 4.10578672e-01 4.29382793e-01 2.12076171e-01]",[1.76676532e+00 3.75620693e-01 4.28143820e+02]
11364.047202944641,15158.479827968222,6.3822176055212045,"[1.13640472e+04 3.33333333e+03 5.99166561e-01 7.68140156e-01
 3.96282299e-01 3.84350634e-01 1.59969193e-01]",[1.85000000e+00 3.61827505e-01 4.61099292e+02]
11364.047202944641,15333.746470751992,5.952185175920045,"[1.13640472e+04 3.55555556e+03 5.32208726e-01 7.30830091e-01
 3.25235917e-01 2.52024586e-01 9.47073938e-02]",[  1.78061359   0.46177813 414.14371225]
11364.047202944641,15541.045321694242,7.005669158062747,"[1.13640472e+04 3.77777778e+03 6.54420366e-01 7.99539717e-01
 4.59519400e-01 4.52923828e-01 1.29332046e-01]",[  1.74687745   0.47767108 399.22034097]
11364.047202944641,15764.32840036779,7.928461066546577,"[1.13640472e+04 4.00000000e+03 4.74401244e-01 6.53607105e-01
 2.45954806e-01 1.91000800e-01 2.01334453e-02]",[  1.75203452   0.47610691 400.28119742]
11384.047202944641,13787.261073574718,32.96197818399387,"[1.13840472e+04 2.00000000e+03 4.45936176e-01 6.61757603e-01
 8.42988218e-01 2.90832005e-01 5.47691339e-02]",[1.65000000e+00 3.21642292e-01 4.03213871e+02]
11384.047202944641,13994.456648010764,27.613602170117293,"[1.13840472e+04 2.22222222e+03 5.52902625e-01 7.41382853e-01
 8.82761546e-01 3.88896095e-01 8.07143249e-02]",[1.65000000e+00 3.75950246e-01 3.88187223e+02]
11384.047202944641,14217.701915490024,24.005422798926247,"[1.13840472e+04 2.44444444e+03 7.78546878e-01 5.31873091e-01
 4.41003814e-01 3.09773587e-01 1.25875108e-01]",[1.65000000e+00 3.71650560e-01 3.89210268e+02]
11384.047202944641,14473.018382789343,16.828361535827028,"[1.13840472e+04 2.66666667e+03 5.92556743e-01 7.60469969e-01
 3.76905771e-01 4.51855005e-01 2.87601238e-01]",[1.65000000e+00 2.72050922e-01 4.22304513e+02]
11384.047202944641,14648.096027518757,10.799330805854758,"[1.13840472e+04 2.88888889e+03 5.87490262e-01 7.57664024e-01
 3.71300788e-01 4.15594073e-01 2.19848962e-01]",[  1.65         0.4378107  375.15993569]
11384.047202944641,14903.295656687895,7.105504946024841,"[1.13840472e+04 3.11111111e+03 4.95152881e-01 6.95285521e-01
 2.71222019e-01 2.83433677e-01 9.95024317e-02]",[1.72167932e+00 3.94522868e-01 4.08137343e+02]
11384.047202944641,15110.486258903038,4.75553333890171,"[1.13840472e+04 3.33333333e+03 6.12213009e-01 7.77446725e-01
 4.02792242e-01 3.89318387e-01 1.60234304e-01]",[  1.71072034   0.44922039 393.10572263]
11384.047202944641,15333.699009687478,4.142972449237876,"[1.13840472e+04 3.55555556e+03 5.61556762e-01 7.39836315e-01
 3.40878149e-01 2.74904893e-01 9.79670001e-02]",[  1.72308749   0.46456103 394.09625119]
11384.047202944641,15572.876581889479,5.503836542532961,"[1.13840472e+04 3.77777778e+03 5.94688356e-01 7.59818346e-01
 3.84889551e-01 2.96004935e-01 9.89943479e-02]",[  1.77998801   0.47415501 411.05160117]
11384.047202944641,15828.100628873319,6.503770575007784,"[1.13840472e+04 4.00000000e+03 7.61042818e-01 8.63002105e-01
 5.93807542e-01 5.71990307e-01 2.16706415e-01]",[1.85000000e+00 4.32886539e-01 4.44053426e+02]
11404.047202944641,13787.06445860924,32.55032379055578,"[1.14040472e+04 2.00000000e+03 5.70617613e-01 6.76809601e-01
 8.63613494e-01 3.54007994e-01 8.52415697e-02]",[  1.65         0.39882665 383.01725566]
11404.047202944641,13994.21493890577,27.408410811395594,"[1.14040472e+04 2.22222222e+03 6.33110384e-01 7.26826802e-01
 8.86421912e-01 4.09471616e-01 9.28203343e-02]",[  1.65         0.48281925 367.94551374]
11404.047202944641,14249.689656836308,23.223275399597746,"[1.14040472e+04 2.44444444e+03 5.96867021e-01 7.42435482e-01
 3.53431362e-01 5.05170956e-01 3.07357151e-01]",[1.65000000e+00 3.27972463e-01 4.01198009e+02]
11404.047202944641,14456.900852959749,16.154809925352165,"[1.14040472e+04 2.66666667e+03 4.91931161e-01 6.63900302e-01
 2.39255412e-01 3.08295919e-01 1.57426761e-01]",[1.65000000e+00 3.84560240e-01 3.86186983e+02]
11404.047202944641,14744.262842886978,10.563847882925312,"[1.14040472e+04 2.88888889e+03 6.04126213e-01 7.50047360e-01
 3.64053542e-01 4.03962986e-01 2.10549636e-01]",[1.65000000e+00 2.21200465e-01 4.51326751e+02]
11404.047202944641,14935.252506801524,6.915057072198176,"[1.14040472e+04 3.11111111e+03 5.56878528e-01 7.17966956e-01
 3.10399839e-01 3.22888277e-01 1.22866023e-01]",[1.76058258e+00 4.00761181e-01 4.20094193e+02]
11404.047202944641,15158.39791736951,4.549593639787617,"[1.14040472e+04 3.33333333e+03 6.21470467e-01 7.57956410e-01
 3.80380236e-01 3.75944239e-01 1.36810997e-01]",[  1.79426967   0.4512305  421.01738109]
11404.047202944641,15349.70658766603,4.446523951303332,"[1.14040472e+04 3.55555556e+03 6.39326260e-01 7.74751037e-01
 4.06555564e-01 3.56352411e-01 1.33185573e-01]",[  1.71302712   0.46781165 390.10382917]
11404.047202944641,15588.867472909176,5.484140863067415,"[1.14040472e+04 3.77777778e+03 7.37579510e-01 8.37289022e-01
 5.41383030e-01 5.05630264e-01 2.01630737e-01]",[  1.76991029   0.47605618 407.04249219]
11404.047202944641,15828.0116590832,6.406439468871236,"[1.14040472e+04 4.00000000e+03 6.70974106e-01 7.99387711e-01
 4.58737283e-01 4.19750652e-01 1.00304701e-01]",[  1.82459044   0.48789092 423.96445614]
11424.047202944641,13818.989289007419,33.21036284518415,"[1.14240472e+04 2.00000000e+03 6.15750290e-01 7.07100056e-01
 8.73900523e-01 3.82270878e-01 1.00816753e-01]",[1.65000000e+00 3.49240448e-01 3.94942086e+02]
11424.047202944641,14010.071966994206,28.198443693636698,"[1.14240472e+04 2.22222222e+03 6.30640376e-01 8.50861238e-01
 9.13925227e-01 4.86495632e-01 1.49324832e-01]",[  1.65         0.49083029 363.80254183]
11424.047202944641,14249.454215289195,22.35140323192478,"[1.14240472e+04 2.44444444e+03 4.14327575e-01 5.78968731e-01
 1.49776637e-01 2.83345082e-01 1.11666693e-01]",[  1.65         0.40848298 380.9625679 ]
11424.047202944641,14456.613056940369,15.403417171806629,"[1.14240472e+04 2.66666667e+03 5.02436241e-01 6.52147916e-01
 2.26656465e-01 2.82789032e-01 1.46897815e-01]",[  1.65         0.48825368 365.89918733]
11424.047202944641,14696.023100060405,9.94023229431611,"[1.14240472e+04 2.88888889e+03 5.85525879e-01 7.15639393e-01
 3.13794781e-01 3.54093853e-01 1.62434436e-01]",[  1.65         0.39848329 383.08700823]
11424.047202944641,14935.214991114362,6.581636923103288,"[1.14240472e+04 3.11111111e+03 6.34299839e-01 7.49288984e-01
 3.69603625e-01 3.79086212e-01 1.66212704e-01]",[  1.70963745   0.41304476 400.05667706]
11424.047202944641,15190.304531783391,4.447244259048112,"[1.14240472e+04 3.33333333e+03 6.00125909e-01 7.23699690e-01
 3.27700724e-01 3.12060634e-01 1.01705764e-01]",[  1.82884946   0.45121059 432.92399551]
11424.047202944641,15365.694082641927,4.585212186796041,"[1.14240472e+04 3.55555556e+03 6.39947013e-01 7.59963182e-01
 3.83882607e-01 3.35069128e-01 1.13125259e-01]",[  1.70187693   0.46926836 386.09132414]
11424.047202944641,15636.770451250597,5.15433907988279,"[1.14240472e+04 3.77777778e+03 7.02631145e-01 8.07492746e-01
 4.71480964e-01 4.33270249e-01 1.38280504e-01]",[  1.85         0.47528604 434.94547053]
11424.047202944641,15860.025864689584,6.027425642771775,"[1.14240472e+04 4.00000000e+03 7.19992172e-01 8.20259105e-01
 5.04128511e-01 4.30778472e-01 1.41977178e-01]",[  1.85         0.46949321 435.97866174]
11444.047202944641,13851.012618675988,33.49804961561491,"[1.14440472e+04 2.00000000e+03 5.57771652e-01 7.71599417e-01
 8.79241403e-01 3.71936965e-01 9.51945966e-02]",[1.65000000e+00 3.10387497e-01 4.06965416e+02]
11444.047202944641,14042.119072328162,28.442519603631247,"[1.14440472e+04 2.22222222e+03 5.77022930e-01 7.89840061e-01
 8.86769840e-01 3.83052981e-01 7.49601581e-02]",[  1.65         0.4342157  375.84964716]
11444.047202944641,14281.4425425977,22.26784078272577,"[1.14440472e+04 2.44444444e+03 4.33536842e-01 6.03757472e-01
 1.60520223e-01 2.87894692e-01 1.16492296e-01]",[1.65000000e+00 3.56690553e-01 3.92950895e+02]
11444.047202944641,14472.51135490905,15.271221884166733,"[1.14440472e+04 2.66666667e+03 5.96381911e-01 7.30875520e-01
 3.21714179e-01 3.86072089e-01 2.18185868e-01]",[  1.65         0.49368089 361.7974853 ]
11444.047202944641,14727.94265609662,10.064783743008082,"[1.14440472e+04 2.88888889e+03 5.78784904e-01 7.18261705e-01
 3.01519773e-01 3.37354405e-01 1.47130810e-01]",[1.65000000e+00 3.49002227e-01 3.95006564e+02]
11444.047202944641,14998.920371957316,6.8180973413128685,"[1.14440472e+04 3.11111111e+03 4.66453418e-01 6.31395587e-01
 1.88086251e-01 1.91747653e-01 4.66574043e-02]",[1.83283423e+00 4.06692306e-01 4.43762058e+02]
11444.047202944641,15142.302230285308,4.5361168575247754,"[1.14440472e+04 3.33333333e+03 6.52805811e-01 7.74361643e-01
 3.94381569e-01 3.79241758e-01 1.41252033e-01]",[  1.65         0.48751146 364.92169401]
11444.047202944641,15413.458214355658,4.9787025982522515,"[1.14440472e+04 3.55555556e+03 7.00932309e-01 8.08525985e-01
 4.60035676e-01 4.14010793e-01 1.65310767e-01]",[  1.78485044   0.46961041 413.85545586]
11444.047202944641,15588.864986206148,5.912954045985737,"[1.14440472e+04 3.77777778e+03 7.09270775e-01 8.16565098e-01
 4.74623266e-01 4.49643902e-01 1.31938052e-01]",[  1.65128885   0.48202745 367.04000548]
11444.047202944641,15860.003794866061,6.373365506308843,"[1.14440472e+04 4.00000000e+03 7.87074611e-01 8.60946198e-01
 5.88031034e-01 5.18532170e-01 2.18298140e-01]",[  1.79918217   0.47595092 415.95659192]
11464.047202944641,13850.936066886385,34.751652681195154,"[1.14640472e+04 2.00000000e+03 5.04133859e-01 7.31520169e-01
 8.51670203e-01 2.87943999e-01 5.11856264e-02]",[1.65000000e+00 3.81519007e-01 3.86888864e+02]
11464.047202944641,14074.190258001705,29.974932131208742,"[1.14640472e+04 2.22222222e+03 5.04591354e-01 7.39984047e-01
 8.53191611e-01 2.81457885e-01 3.14928379e-02]",[1.65000000e+00 3.77080108e-01 3.87920833e+02]
11464.047202944641,14281.347997548797,22.82591739414674,"[1.14640472e+04 2.44444444e+03 5.53714723e-01 6.84063551e-01
 2.51749372e-01 3.90193057e-01 1.90104741e-01]",[  1.65         0.44968142 372.85635016]
11464.047202944641,14552.755727409605,16.003247031676743,"[1.14640472e+04 2.66666667e+03 5.81868074e-01 7.07531166e-01
 2.83637797e-01 3.39443026e-01 1.81397595e-01]",[1.65000000e+00 2.72632361e-01 4.22041858e+02]
11464.047202944641,14743.917161161458,10.919887866038263,"[1.14640472e+04 2.88888889e+03 6.59046015e-01 7.65159987e-01
 3.77850266e-01 4.10139171e-01 2.07010385e-01]",[1.65000000e+00 3.64424157e-01 3.90981069e+02]
11464.047202944641,14967.039624471698,7.955778010293568,"[1.14640472e+04 3.11111111e+03 6.27169026e-01 7.41183802e-01
 3.36357736e-01 3.29956787e-01 1.36270969e-01]",[  1.69093256   0.42206976 391.88131042]
11464.047202944641,15174.2657697955,5.951285616432695,"[1.14640472e+04 3.33333333e+03 7.48465920e-01 8.31903596e-01
 5.09740730e-01 4.66359476e-01 2.54362415e-01]",[  1.66563205   0.45544912 376.88523352]
11464.047202944641,15397.480019297493,6.310160895060565,"[1.14640472e+04 3.55555556e+03 6.16763135e-01 7.42585700e-01
 3.33529688e-01 2.44402628e-01 8.91933632e-02]",[  1.67665668   0.468359   377.8772608 ]
11464.047202944641,15620.692139659905,7.047319679482327,"[1.14640472e+04 3.77777778e+03 6.87440308e-01 7.84348731e-01
 4.12382547e-01 3.55009189e-01 9.74874765e-02]",[  1.68721397   0.48251123 378.86715894]
11464.047202944641,15907.827997151062,8.366014821381187,"[1.14640472e+04 4.00000000e+03 7.03824140e-01 3.79053350e-01
 6.13324136e-01 4.19836042e-01 3.68839256e-01]",[1.85000000e+00 4.34138485e-01 4.43780794e+02]
11484.047202944641,13882.854381082649,36.5416114319885,"[1.14840472e+04 2.00000000e+03 4.54962415e-01 6.90088603e-01
 8.21105083e-01 2.15651299e-01 2.45714787e-02]",[1.65000000e+00 3.35764381e-01 3.98807178e+02]
11484.047202944641,14106.137540138847,31.984802796772886,"[1.14840472e+04 2.22222222e+03 4.22794802e-01 7.38800278e-01
 8.24202544e-01 2.05708662e-01 1.44558721e-02]",[1.65000000e+00 3.32266418e-01 3.99868115e+02]
11484.047202944641,14297.270162080276,23.770796999804073,"[1.14840472e+04 2.44444444e+03 5.03442953e-01 6.30914658e-01
 1.84068595e-01 3.09438754e-01 1.25593666e-01]",[  1.65         0.46709731 368.77851469]
11484.047202944641,14600.737283897435,16.946070162247473,"[1.14840472e+04 2.66666667e+03 5.92230658e-01 7.07244454e-01
 2.77252599e-01 3.39550809e-01 1.65424623e-01]",[1.65000000e+00 2.23055385e-01 4.50023414e+02]
11484.047202944641,14759.893897620037,12.017773295727388,"[1.14840472e+04 2.88888889e+03 6.76361506e-01 7.71357576e-01
 3.82824243e-01 4.08448282e-01 2.08488346e-01]",[1.65000000e+00 3.81210485e-01 3.86957806e+02]
11484.047202944641,15030.891897547848,8.87954551325717,"[1.14840472e+04 3.11111111e+03 6.28449608e-01 7.32544978e-01
 3.17632706e-01 3.20596013e-01 1.13966689e-01]",[1.82018464e+00 4.23467221e-01 4.35733583e+02]
11484.047202944641,15206.229816922334,7.048866725860426,"[1.14840472e+04 3.33333333e+03 5.62813198e-01 6.84061788e-01
 2.44628937e-01 2.14854165e-01 5.12109812e-02]",[  1.70369111   0.45901488 388.84928064]
11484.047202944641,15461.418355215239,6.958695564603856,"[1.14840472e+04 3.55555556e+03 4.13299663e-01 3.23894443e-01
 2.47968133e-01 2.85146034e-01 2.14487669e-01]",[  1.77935965   0.42259521 421.81559672]
11484.047202944641,15684.527956887347,6.011841376069528,"[1.14840472e+04 3.77777778e+03 4.87964075e-01 3.49200297e-01
 3.15927257e-01 2.77632038e-01 2.35248464e-01]",[  1.80798913   0.47622558 422.70297616]
11484.047202944641,15875.903710649,6.016280600354554,"[1.14840472e+04 4.00000000e+03 5.23259281e-01 3.86283301e-01
 3.48099860e-01 2.72222504e-01 2.29350456e-01]",[  1.72121178   0.46991507 391.8565077 ]
11504.047202944641,13898.72078548366,38.23525315976514,"[1.15040472e+04 2.00000000e+03 5.71336659e-01 8.15219362e-01
 8.73724794e-01 3.47714946e-01 8.05823189e-02]",[1.65000000e+00 3.50222476e-01 3.94673583e+02]
11504.047202944641,14058.04590451248,33.305024353789385,"[1.15040472e+04 2.22222222e+03 4.85088377e-01 6.09524313e-01
 1.54395239e-01 3.14335074e-01 1.53929203e-01]",[  1.65         0.36314472 331.77647935]
11504.047202944641,14329.18017965366,25.139401505149667,"[1.15040472e+04 2.44444444e+03 3.65178655e-01 5.11488745e-01
 7.72318613e-02 1.73085182e-01 3.91835566e-02]",[  1.65         0.40980168 380.68853226]
11504.047202944641,14568.529257653983,18.075809558058314,"[1.15040472e+04 2.66666667e+03 5.37837125e-01 6.57681542e-01
 2.03944080e-01 2.50444229e-01 1.07039307e-01]",[1.65000000e+00 3.39106876e-01 3.97815388e+02]
11504.047202944641,14791.812610936911,13.928830892046914,"[1.15040472e+04 2.88888889e+03 6.55454921e-01 7.56308502e-01
 3.44157993e-01 3.59127367e-01 1.73463723e-01]",[1.65000000e+00 3.35532801e-01 3.98876519e+02]
11504.047202944641,14999.032560529806,9.495719595677983,"[1.15040472e+04 3.11111111e+03 4.14015245e-01 3.00928446e-01
 2.32702433e-01 3.90911177e-01 2.90033472e-01]",[  1.65         0.39488887 383.87424647]
11504.047202944641,15222.312934859558,8.101768064324995,"[1.15040472e+04 3.33333333e+03 3.89791131e-01 3.00147747e-01
 2.20253973e-01 3.21683213e-01 2.18330703e-01]",[  1.65         0.39012802 384.93239858]
11504.047202944641,15461.443303599111,5.812950847952968,"[1.15040472e+04 3.55555556e+03 5.23545137e-01 4.04888044e-01
 3.43910016e-01 3.66648331e-01 3.00301511e-01]",[  1.72551827   0.43066604 401.8405451 ]
11504.047202944641,15684.6371535544,5.00221194322489,"[1.15040472e+04 3.77777778e+03 5.32888874e-01 4.39615109e-01
 3.62876547e-01 3.42259699e-01 2.79190812e-01]",[  1.74720966   0.46222902 402.81217283]
11504.047202944641,15859.961923819434,5.461268746448759,"[1.15040472e+04 4.00000000e+03 6.27756343e-01 5.55698648e-01
 4.73575305e-01 4.29367489e-01 3.45139484e-01]",[  1.65         0.48211688 355.91472087]
11524.047202944641,13946.774995410991,39.82688614056211,"[1.15240472e+04 2.00000000e+03 5.43313757e-01 8.05179972e-01
 8.56736590e-01 2.97597282e-01 5.46579498e-02]",[1.65000000e+00 2.71126513e-01 4.22727792e+02]
11524.047202944641,14137.938086576725,31.65341073672582,"[1.15240472e+04 2.22222222e+03 3.93163037e-01 7.58273880e-01
 5.66614765e-01 4.46131928e-01 2.89829077e-01]",[1.65000000e+00 3.61684095e-01 3.91668661e+02]
11524.047202944641,14329.005603847185,23.83601789368924,"[1.15240472e+04 2.44444444e+03 3.11239683e-01 7.04304218e-01
 4.99534495e-01 3.12923266e-01 1.52998594e-01]",[  1.65         0.49360321 360.51395646]
11524.047202944641,14568.343993307168,17.237417319638602,"[1.15240472e+04 2.66666667e+03 5.03900631e-01 8.10925128e-01
 6.97939351e-01 4.37814197e-01 2.86248554e-01]",[  1.65         0.42501039 377.6301237 ]
11524.047202944641,14791.598540377025,12.962663571144217,"[1.15240472e+04 2.88888889e+03 4.16231517e-01 7.64492997e-01
 6.31620020e-01 3.23366745e-01 1.52339148e-01]",[  1.65         0.41978575 378.66244854]
11524.047202944641,15030.75484928701,10.184060434971935,"[1.15240472e+04 3.11111111e+03 4.72245131e-01 7.95742915e-01
 6.75378120e-01 3.61974206e-01 1.55728891e-01]",[  1.71408319   0.44229584 395.59653523]
11524.047202944641,15254.185949968734,7.515838141412989,"[1.15240472e+04 3.33333333e+03 4.22258104e-01 2.81181565e-01
 2.29229683e-01 3.24296578e-01 2.05097603e-01]",[1.65859630e+00 3.53173465e-01 3.96805414e+02]
11524.047202944641,15445.315177191376,5.850141781248105,"[1.15240472e+04 3.55555556e+03 6.99528304e-01 6.08943194e-01
 5.44011678e-01 5.60075108e-01 5.08878182e-01]",[  1.65         0.48329427 365.71241869]
11524.047202944641,15780.521910166293,5.425247570385425,"[1.15240472e+04 3.77777778e+03 5.67821403e-01 4.65362420e-01
 3.83050443e-01 3.56060962e-01 3.04970278e-01]",[1.85000000e+00 3.08600355e-01 4.78696929e+02]
11524.047202944641,15955.682917234762,5.111057831024071,"[1.15240472e+04 4.00000000e+03 4.90308100e-01 3.89567380e-01
 3.06210296e-01 2.51522787e-01 1.83129985e-01]",[  1.83988256   0.47140998 431.63571429]
